,scNym_confidence
30339,0.78020567
30340,0.75985
30341,0.8102194
30342,0.7148858
30343,0.79862726
30344,0.7705675
30345,0.7130357
30346,0.7409356
30347,0.87702596
30348,0.78463835
30349,0.7872856
30350,0.7501129
30351,0.7636447
30352,0.8021578
30353,0.7731443
30354,0.7095204
30355,0.7104177
30356,0.573479
30357,0.71020555
30358,0.7231175
30359,0.78620005
30360,0.7827521
30361,0.7625145
30362,0.69868445
30363,0.7164706
30364,0.76171
30365,0.775043
30366,0.73725563
30367,0.71045077
30368,0.77320004
30369,0.66753495
30370,0.6416438
30371,0.7898891
30372,0.78737986
30373,0.7153569
30374,0.71246344
30375,0.64192057
30376,0.7820376
30377,0.7036914
30378,0.71696943
30379,0.7140305
30380,0.7892513
30381,0.7531805
30382,0.8315011
30383,0.7846399
30384,0.7835242
30385,0.7805024
30386,0.7340443
30387,0.7750654
30388,0.67968357
30389,0.72142017
30390,0.7348375
30391,0.72057295
30392,0.80911267
30393,0.7843652
30394,0.76904744
30395,0.75738674
30396,0.759932
30397,0.68806744
30398,0.76259655
30399,0.5289019
30400,0.7583914
30401,0.71180904
30402,0.7699937
30403,0.77957827
30404,0.7613
30405,0.63770306
30406,0.74154305
30407,0.7330981
30408,0.68957454
30409,0.8655042
30410,0.785665
30411,0.7532081
30412,0.7415744
30413,0.79219896
30414,0.7563014
30415,0.7794653
30416,0.69796526
30417,0.65365475
30418,0.6559207
30419,0.7926569
30420,0.76157534
30421,0.70923144
30422,0.76457804
30423,0.7897407
30424,0.7485896
30425,0.80697715
30426,0.7371278
30427,0.703495
30428,0.70557785
30429,0.72349226
30430,0.78687626
30431,0.72892267
30432,0.57484215
30433,0.73058134
30434,0.78601855
30435,0.69835186
30436,0.68891203
30437,0.7749817
30438,0.7757535
30439,0.7193568
30440,0.7018877
30441,0.7669541
30442,0.63266647
30443,0.791598
30444,0.7237933
30445,0.76305604
30446,0.7624243
30447,0.7423488
30448,0.69234383
30449,0.78484374
30450,0.7886172
30451,0.6986678
30452,0.70553625
30453,0.63952345
30454,0.7796593
30455,0.7515647
30456,0.65643114
30457,0.8138913
30458,0.635032
30459,0.7215947
30460,0.7226393
30461,0.7201496
30462,0.7879098
30463,0.72371346
30464,0.7866491
30465,0.5460834
30466,0.69410735
30467,0.6232326
30468,0.72388476
30469,0.728354
30470,0.6804941
30471,0.69911575
30472,0.7075643
30473,0.77719474
30474,0.74085677
30475,0.7317864
30476,0.7672201
30477,0.7106749
30478,0.7288953
30479,0.76995516
30480,0.7759279
30481,0.74613315
30482,0.73056436
30483,0.7188586
30484,0.7937279
30485,0.6913447
30486,0.6943565
30487,0.7877206
30488,0.80541366
30489,0.8065839
30490,0.70913696
30491,0.6374993
30492,0.78757733
30493,0.7770224
30494,0.79802394
30495,0.64325815
30496,0.7654612
30497,0.70969653
30498,0.69434744
30499,0.67983013
30500,0.70654535
30501,0.73662204
30502,0.71939
30503,0.7312099
30504,0.80403924
30505,0.7407633
30506,0.70128495
30507,0.7848439
30508,0.80150676
30509,0.75991565
30510,0.7545154
30511,0.80245256
30512,0.77503365
30513,0.63364595
30514,0.7127145
30515,0.7869306
30516,0.7664595
30517,0.659054
30518,0.7572299
30519,0.739367
30520,0.7393434
30521,0.83239233
30522,0.79909176
30523,0.71766806
30524,0.8422318
30525,0.694102
30526,0.7015112
30527,0.64760065
30528,0.753328
30529,0.74620354
30530,0.70445013
30531,0.66401374
30532,0.6998494
30533,0.7841285
30534,0.75247264
30535,0.7702161
30536,0.78548473
30537,0.7637807
30538,0.69010967
30539,0.7628352
30540,0.7787781
30541,0.63551295
30542,0.78957105
30543,0.71669227
30544,0.6526898
30545,0.7319478
30546,0.78004885
30547,0.7389734
30548,0.7450844
30549,0.71038663
30550,0.72239345
30551,0.6889259
30552,0.7228382
30553,0.7803373
30554,0.7693448
30555,0.73852664
30556,0.7687653
30557,0.7692223
30558,0.77496773
30559,0.70610976
30560,0.6872166
30561,0.665703
30562,0.7136742
30563,0.77725977
30564,0.70343447
30565,0.62405294
30566,0.67433935
30567,0.7996106
30568,0.7138982
30569,0.726091
30570,0.76473516
30571,0.7778441
30572,0.7219591
30573,0.6742459
30574,0.7969858
30575,0.7455574
30576,0.7902085
30577,0.6891818
30578,0.7881293
30579,0.7877982
30580,0.79056925
30581,0.7162148
30582,0.68481374
30583,0.7271036
30584,0.7458231
30585,0.72263855
30586,0.7084678
30587,0.7928905
30588,0.75851166
30589,0.7894068
30590,0.7964058
30591,0.6355261
30592,0.6829579
30593,0.74719477
30594,0.7161235
30595,0.75188607
30596,0.76953083
30597,0.75918937
30598,0.7102195
30599,0.686399
30600,0.8023845
30601,0.7697354
30602,0.80311424
30603,0.7946708
30604,0.7777376
30605,0.79018265
30606,0.71665406
30607,0.70345414
30608,0.7187688
30609,0.7868853
30610,0.7021755
30611,0.7728808
30612,0.7852471
30613,0.7980848
30614,0.7111487
30615,0.7367185
30616,0.79047203
30617,0.7664989
30618,0.71236837
30619,0.7836556
30620,0.76309043
30621,0.7652904
30622,0.7442904
30623,0.68186516
30624,0.6950329
30625,0.7580941
30626,0.78567606
30627,0.78311884
30628,0.74768174
30629,0.6141424
30630,0.72233504
30631,0.76731944
30632,0.7076508
30633,0.76468664
30634,0.6254708
30635,0.7282356
30636,0.727042
30637,0.6380448
30638,0.78554696
30639,0.79301816
30640,0.78006285
30641,0.7892596
30642,0.7071798
30643,0.74752885
30644,0.79346776
30645,0.7934494
30646,0.7811284
30647,0.6860437
30648,0.70056796
30649,0.7047541
30650,0.7936155
30651,0.75187826
30652,0.64497626
30653,0.63747454
30654,0.66995454
30655,0.82756966
30656,0.7831204
30657,0.8020404
30658,0.6740675
30659,0.76837724
30660,0.725709
30661,0.58143675
30662,0.58617157
30663,0.7777796
30664,0.761474
30665,0.76752913
30666,0.5526524
30667,0.69893473
30668,0.7276834
30669,0.76222724
30670,0.67146766
30671,0.6971708
30672,0.8167301
30673,0.7718501
30674,0.71740425
30675,0.7633765
30676,0.7629054
30677,0.7616637
30678,0.69425464
30679,0.58566266
30680,0.7226276
30681,0.736849
30682,0.6909572
30683,0.77575016
30684,0.63646305
30685,0.7846255
30686,0.7667191
30687,0.74668777
30688,0.78120995
30689,0.75205684
30690,0.67187643
30691,0.7564963
30692,0.71031773
30693,0.7846525
30694,0.7923057
30695,0.75537616
30696,0.7052008
30697,0.78305423
30698,0.6922983
30699,0.7407318
30700,0.7724934
30701,0.63772833
30702,0.77139634
30703,0.62330776
30704,0.7972502
30705,0.7677257
30706,0.7318032
30707,0.702784
30708,0.8015883
30709,0.7277848
30710,0.6819305
30711,0.7969756
30712,0.77812994
30713,0.770077
30714,0.7012528
30715,0.66845155
30716,0.7915377
30717,0.73146147
30718,0.7874277
30719,0.7728444
30720,0.58889437
30721,0.71618176
30722,0.7306931
30723,0.72330856
30724,0.66974115
30725,0.87258726
30726,0.76033515
30727,0.73839355
30728,0.6033435
30729,0.749764
30730,0.73192036
30731,0.7074756
30732,0.76640975
30733,0.7744818
30734,0.6938536
30735,0.56962633
30736,0.6996947
30737,0.7712666
30738,0.7913399
30739,0.67619187
30740,0.7775197
30741,0.80661523
30742,0.7741686
30743,0.69846857
30744,0.692313
30745,0.78489864
30746,0.7644823
30747,0.6374303
30748,0.7384005
30749,0.7407382
30750,0.69695604
30751,0.6933733
30752,0.68647164
30753,0.7722397
30754,0.67457026
30755,0.73706657
30756,0.79764545
30757,0.6908052
30758,0.78414685
30759,0.776959
30760,0.7032553
30761,0.7757338
30762,0.5804005
30763,0.6422963
30764,0.804532
30765,0.7158175
30766,0.7139402
30767,0.6891286
30768,0.7571299
30769,0.75985837
30770,0.6195848
30771,0.7135703
30772,0.8193716
30773,0.6379382
30774,0.7716816
30775,0.790339
30776,0.78730065
30777,0.71772736
30778,0.7843918
30779,0.7186963
30780,0.7783234
30781,0.75655776
30782,0.7973924
30783,0.70231235
30784,0.76667637
30785,0.6805656
30786,0.7534508
30787,0.71014565
30788,0.72438055
30789,0.7293393
30790,0.77818733
30791,0.6199887
30792,0.57018197
30793,0.77335215
30794,0.8027678
30795,0.786765
30796,0.87720907
30797,0.74339247
30798,0.77209866
30799,0.79890114
30800,0.7554627
30801,0.70747066
30802,0.7221996
30803,0.7918418
30804,0.70111305
30805,0.6833008
30806,0.68803567
30807,0.8450163
30808,0.7363302
30809,0.7241972
30810,0.7172112
30811,0.7068372
30812,0.75356424
30813,0.77664185
30814,0.8601911
30815,0.7023
30816,0.8701157
30817,0.70772725
30818,0.76845664
30819,0.778098
30820,0.78197753
30821,0.777361
30822,0.699123
30823,0.76070386
30824,0.6622343
30825,0.74570626
30826,0.63239205
30827,0.78574264
30828,0.6748247
30829,0.7925204
30830,0.69799936
30831,0.76776326
30832,0.71492124
30833,0.7221017
30834,0.7979224
30835,0.7313562
30836,0.75896746
30837,0.7994667
30838,0.7517198
30839,0.7454012
30840,0.5798297
30841,0.6460473
30842,0.7616184
30843,0.7862459
30844,0.7338398
30845,0.7598007
30846,0.71768117
30847,0.5757224
30848,0.7883589
30849,0.63517684
30850,0.6971675
30851,0.6725672
30852,0.7718065
30853,0.6353322
30854,0.7788959
30855,0.6822136
30856,0.7790439
30857,0.7217418
30858,0.8219946
30859,0.7678161
30860,0.7651383
30861,0.7543892
30862,0.71982664
30863,0.7123851
30864,0.7870507
30865,0.6433468
30866,0.7138867
30867,0.77690655
30868,0.71449995
30869,0.67829216
30870,0.7631234
30871,0.77359295
30872,0.7818551
30873,0.77800316
30874,0.5973756
30875,0.60971296
30876,0.65144986
30877,0.7940061
30878,0.7836531
30879,0.76233333
30880,0.59751326
30881,0.79186445
30882,0.7929421
30883,0.782093
30884,0.76982516
30885,0.5082785
30886,0.7183155
30887,0.7805207
30888,0.78749406
30889,0.7805783
30890,0.6306467
30891,0.7387263
30892,0.6936914
30893,0.7205162
30894,0.7580598
30895,0.80204225
30896,0.75814945
30897,0.716259
30898,0.7783066
30899,0.71988595
30900,0.7198204
30901,0.72143215
30902,0.7536227
30903,0.7237246
30904,0.7081108
30905,0.58724487
30906,0.74344224
30907,0.76206213
30908,0.72267526
30909,0.78298026
30910,0.53155637
30911,0.77297854
30912,0.6947283
30913,0.70916516
30914,0.7744825
30915,0.6865389
30916,0.67863977
30917,0.63535106
30918,0.6617344
30919,0.776527
30920,0.70680946
30921,0.7019838
30922,0.7497375
30923,0.83728486
30924,0.7142001
30925,0.77237856
30926,0.7681886
30927,0.68989164
30928,0.7807127
30929,0.6676179
30930,0.6998506
30931,0.75641805
30932,0.6846285
30933,0.71850365
30934,0.71326435
30935,0.72315085
30936,0.78342426
30937,0.7712801
30938,0.7280578
30939,0.7625048
30940,0.76243615
30941,0.755451
30942,0.80057055
30943,0.7846972
30944,0.7698403
30945,0.7720413
30946,0.77052957
30947,0.74959606
30948,0.71326315
30949,0.64209425
30950,0.6676056
30951,0.7889709
30952,0.73200846
30953,0.64795136
30954,0.7465531
30955,0.74609876
30956,0.76652914
30957,0.7045235
30958,0.7801169
30959,0.6986522
30960,0.75901407
30961,0.68835944
30962,0.7977153
30963,0.72512543
30964,0.7620984
30965,0.74230534
30966,0.73508936
30967,0.7720394
30968,0.82037944
30969,0.5876179
30970,0.8010934
30971,0.7953539
30972,0.79562694
30973,0.7813872
30974,0.6941332
30975,0.6462809
30976,0.7217443
30977,0.79188156
30978,0.79394984
30979,0.7767359
30980,0.6972528
30981,0.63649243
30982,0.73234415
30983,0.7023612
30984,0.73198026
30985,0.7336835
30986,0.78466296
30987,0.77270085
30988,0.6468243
30989,0.69693327
30990,0.7122434
30991,0.8446821
30992,0.77433413
30993,0.70696175
30994,0.71763706
30995,0.7613878
30996,0.637922
30997,0.85490835
30998,0.7133102
30999,0.66516554
31000,0.76645035
31001,0.75901204
31002,0.71664804
31003,0.8062281
31004,0.76723546
31005,0.77923656
31006,0.68252945
31007,0.7849688
31008,0.7044615
31009,0.76929754
31010,0.7295139
31011,0.6705013
31012,0.7081561
31013,0.7645319
31014,0.78109926
31015,0.7511898
31016,0.7703148
31017,0.7166632
31018,0.74665344
31019,0.79013157
31020,0.695748
31021,0.7892702
31022,0.8391413
31023,0.7820824
31024,0.7480302
31025,0.69798154
31026,0.78011805
31027,0.65349096
31028,0.7012442
31029,0.7445629
31030,0.6800839
31031,0.7680024
31032,0.79584247
31033,0.6593172
31034,0.8015965
31035,0.8074021
31036,0.5825544
31037,0.6881958
31038,0.69492084
31039,0.7347066
31040,0.831768
31041,0.77663213
31042,0.7815577
31043,0.749586
31044,0.73915327
31045,0.8073222
31046,0.77011156
31047,0.6823173
31048,0.6168066
31049,0.7574656
31050,0.73633903
31051,0.7390841
31052,0.77613634
31053,0.7410505
31054,0.80422163
31055,0.7965764
31056,0.65667695
31057,0.6560814
31058,0.69617563
31059,0.6831831
31060,0.6294647
31061,0.7679054
31062,0.68773377
31063,0.76803505
31064,0.82560235
31065,0.7894286
31066,0.6354365
31067,0.7735191
31068,0.59514356
31069,0.7468494
31070,0.79234475
31071,0.85027826
31072,0.70312613
31073,0.7860221
31074,0.8833288
31075,0.73314154
31076,0.72683567
31077,0.70831054
31078,0.7711427
31079,0.62480795
31080,0.621791
31081,0.82224095
31082,0.7438029
31083,0.7816029
31084,0.73655534
31085,0.8380165
31086,0.7181011
31087,0.7689354
31088,0.7745871
31089,0.71798277
31090,0.6406813
31091,0.7533114
31092,0.7728626
31093,0.7643505
31094,0.71592844
31095,0.6821613
31096,0.76622814
31097,0.76297665
31098,0.76557004
31099,0.7138794
31100,0.77708817
31101,0.7828821
31102,0.8605951
31103,0.82821274
31104,0.7496347
31105,0.7263235
31106,0.69253767
31107,0.7134831
31108,0.64044726
31109,0.7793908
31110,0.8435075
31111,0.6840467
31112,0.63505685
31113,0.7911276
31114,0.78114545
31115,0.6383126
31116,0.78097874
31117,0.68125284
31118,0.7178104
31119,0.6826024
31120,0.69366854
31121,0.7089184
31122,0.7945265
31123,0.7741472
31124,0.7737671
31125,0.80302423
31126,0.7739341
31127,0.7841141
31128,0.71377575
31129,0.8105405
31130,0.77530444
31131,0.7457312
31132,0.76747173
31133,0.73369247
31134,0.7964434
31135,0.78788817
31136,0.70694274
31137,0.76743925
31138,0.707342
31139,0.68156517
31140,0.78256094
31141,0.7137068
31142,0.69613653
31143,0.7110285
31144,0.71190774
31145,0.72825605
31146,0.7439709
31147,0.7779278
31148,0.7612376
31149,0.74388856
31150,0.79387605
31151,0.65775114
31152,0.75220746
31153,0.7941303
31154,0.78091353
31155,0.7669333
31156,0.74116385
31157,0.6457053
31158,0.7863512
31159,0.7760683
31160,0.71173143
31161,0.6609822
31162,0.69956577
31163,0.6356873
31164,0.6450634
31165,0.66880256
31166,0.78623
31167,0.66461873
31168,0.7196726
31169,0.7806275
31170,0.7710518
31171,0.7697376
31172,0.75819135
31173,0.76826143
31174,0.6247697
31175,0.7259155
31176,0.8546315
31177,0.77377015
31178,0.7827436
31179,0.81130403
31180,0.6951461
31181,0.6762104
31182,0.7674753
31183,0.83107156
31184,0.7988315
31185,0.78250676
31186,0.8703918
31187,0.73527
31188,0.7630418
31189,0.7244978
31190,0.8310283
31191,0.70871687
31192,0.7445967
31193,0.7858984
31194,0.76248664
31195,0.7639463
31196,0.6411139
31197,0.8090982
31198,0.7689325
31199,0.6248141
31200,0.8677791
31201,0.8375791
31202,0.6465613
31203,0.7403224
31204,0.7901855
31205,0.83634806
31206,0.7771934
31207,0.57082266
31208,0.7751718
31209,0.5841234
31210,0.7410108
31211,0.78457224
31212,0.78206044
31213,0.7849064
31214,0.88377976
31215,0.7050265
31216,0.6608524
31217,0.7619384
31218,0.8214595
31219,0.8069283
31220,0.7315947
31221,0.8775797
31222,0.76943254
31223,0.82022464
31224,0.6623986
31225,0.8210246
31226,0.6132116
31227,0.6235891
31228,0.812667
31229,0.80507743
31230,0.7049903
31231,0.8162671
31232,0.8295494
31233,0.82168764
31234,0.7404926
31235,0.8481176
31236,0.82976156
31237,0.6685579
31238,0.7673973
31239,0.81420845
31240,0.8023936
31241,0.7152765
31242,0.77868116
31243,0.8189668
31244,0.7777606
31245,0.8355172
31246,0.883058
31247,0.6951246
31248,0.81300914
31249,0.7599421
31250,0.67317605
31251,0.68383366
31252,0.7695523
31253,0.7668348
31254,0.85063934
31255,0.724592
31256,0.78419477
31257,0.7995331
31258,0.7504481
31259,0.7837795
31260,0.8043037
31261,0.7687843
31262,0.7864023
31263,0.85371095
31264,0.60512996
31265,0.66915035
31266,0.79445654
31267,0.71329355
31268,0.7486487
31269,0.7621537
31270,0.8026444
31271,0.70312864
31272,0.7648274
31273,0.7967661
31274,0.6773598
31275,0.7084513
31276,0.7785858
31277,0.7719099
31278,0.75245506
31279,0.78181714
31280,0.6975042
31281,0.7674682
31282,0.64522326
31283,0.6867422
31284,0.76798403
31285,0.7136714
31286,0.6961886
31287,0.8603709
31288,0.7537735
31289,0.7450052
31290,0.7799614
31291,0.7972709
31292,0.853073
31293,0.6277875
31294,0.8057569
31295,0.7402864
31296,0.80930215
31297,0.6974119
31298,0.7500021
31299,0.832453
31300,0.78475714
31301,0.6909051
31302,0.6677984
31303,0.7653204
31304,0.8426268
31305,0.7403155
31306,0.7713961
31307,0.7133932
31308,0.7685587
31309,0.77234364
31310,0.70889664
31311,0.7831783
31312,0.8724601
31313,0.8457746
31314,0.62568605
31315,0.7531556
31316,0.8005107
31317,0.7230054
31318,0.74693495
31319,0.8007374
31320,0.7734214
31321,0.8282179
31322,0.85978097
31323,0.75923795
31324,0.60195994
31325,0.74535334
31326,0.76831615
31327,0.7337198
31328,0.765697
31329,0.7418076
31330,0.66391224
31331,0.78454745
31332,0.72262084
31333,0.7974697
31334,0.78598154
31335,0.71348935
31336,0.8930536
31337,0.7955229
31338,0.744173
31339,0.87605065
31340,0.85625535
31341,0.8234605
31342,0.7677362
31343,0.7091938
31344,0.78001344
31345,0.7383603
31346,0.79175764
31347,0.7507311
31348,0.7763573
31349,0.762524
31350,0.8166233
31351,0.76308167
31352,0.80836296
31353,0.7968776
31354,0.8581291
31355,0.78298694
31356,0.84034115
31357,0.7325549
31358,0.73068136
31359,0.75586855
31360,0.77514523
31361,0.8688378
31362,0.838924
31363,0.7219507
31364,0.79134184
31365,0.7731584
31366,0.6871154
31367,0.8291465
31368,0.62677646
31369,0.87450784
31370,0.7809007
31371,0.73100847
31372,0.8367598
31373,0.75419474
31374,0.6209673
31375,0.6666089
31376,0.8683388
31377,0.65265465
31378,0.72435445
31379,0.69646776
31380,0.72673464
31381,0.68882394
31382,0.80602396
31383,0.75646627
31384,0.7798572
31385,0.77460384
31386,0.7562283
31387,0.8968674
31388,0.7712383
31389,0.82223547
31390,0.6546192
31391,0.8609666
31392,0.75899804
31393,0.89091396
31394,0.8523107
31395,0.87873286
31396,0.77599996
31397,0.80762315
31398,0.89595574
31399,0.758038
31400,0.81785524
31401,0.78075176
31402,0.76996183
31403,0.7841222
31404,0.7358776
31405,0.69173133
31406,0.8189285
31407,0.82799697
31408,0.7998212
31409,0.8211245
31410,0.76212704
31411,0.72563124
31412,0.7514919
31413,0.80167645
31414,0.6508647
31415,0.8094932
31416,0.70406735
31417,0.7963304
31418,0.8819536
31419,0.75821155
31420,0.7867432
31421,0.7602931
31422,0.8337332
31423,0.8634207
31424,0.80558884
31425,0.8609715
31426,0.79965454
31427,0.7805379
31428,0.7761713
31429,0.79779094
31430,0.77616554
31431,0.8141076
31432,0.83040667
31433,0.81365603
31434,0.7961626
31435,0.803466
31436,0.78490037
31437,0.88718975
31438,0.8226111
31439,0.83781964
31440,0.8537475
31441,0.8032938
31442,0.7779715
31443,0.71104914
31444,0.6726189
31445,0.74494284
31446,0.819155
31447,0.7779207
31448,0.74097544
31449,0.65847105
31450,0.67734414
31451,0.8057393
31452,0.8607044
31453,0.65691036
31454,0.79016113
31455,0.7554395
31456,0.78594524
31457,0.6697295
31458,0.63989687
31459,0.8379184
31460,0.8091359
31461,0.73739463
31462,0.69987714
31463,0.7774935
31464,0.68046343
31465,0.77275217
31466,0.64794
31467,0.7003812
31468,0.6569712
31469,0.86717117
31470,0.7786293
31471,0.7627466
31472,0.7918338
31473,0.58420134
31474,0.830341
31475,0.87828195
31476,0.7303391
31477,0.7617007
31478,0.76281875
31479,0.77104324
31480,0.7762294
31481,0.8639742
31482,0.76558906
31483,0.81020296
31484,0.7418726
31485,0.8027019
31486,0.71622944
31487,0.7323841
31488,0.74796444
31489,0.7708215
31490,0.74527246
31491,0.82726574
31492,0.87960094
31493,0.8387
31494,0.6873508
31495,0.8096276
31496,0.76770014
31497,0.8103174
31498,0.79722226
31499,0.70377964
31500,0.8198639
31501,0.7854841
31502,0.884975
31503,0.7919675
31504,0.7465529
31505,0.7352846
31506,0.8206869
31507,0.8302305
31508,0.77037966
31509,0.87857366
31510,0.7178221
31511,0.7155379
31512,0.7449794
31513,0.67273676
31514,0.70233923
31515,0.8474498
31516,0.7797682
31517,0.78875965
31518,0.7143667
31519,0.83055526
31520,0.73359156
31521,0.8417029
31522,0.64481974
31523,0.73461956
31524,0.7641308
31525,0.79856527
31526,0.88258225
31527,0.7637345
31528,0.7401126
31529,0.8481016
31530,0.67904246
31531,0.6702262
31532,0.78541636
31533,0.5553707
31534,0.7773846
31535,0.8286066
31536,0.84419024
31537,0.7088152
31538,0.8184573
31539,0.6547261
31540,0.8829491
31541,0.7327389
31542,0.7070052
31543,0.84880567
31544,0.84946984
31545,0.7683388
31546,0.7584595
31547,0.8134474
31548,0.8432953
31549,0.81974876
31550,0.7648219
31551,0.6634213
31552,0.79958516
31553,0.8483901
31554,0.78036416
31555,0.83730143
31556,0.7618178
31557,0.7642977
31558,0.77310735
31559,0.7895124
31560,0.8144353
31561,0.71828896
31562,0.6577751
31563,0.75314575
31564,0.70274806
31565,0.71452504
31566,0.857579
31567,0.7731327
31568,0.75721717
31569,0.72964567
31570,0.7539175
31571,0.71986175
31572,0.88193256
31573,0.76095235
31574,0.761464
31575,0.78174496
31576,0.8424026
31577,0.8943587
31578,0.81130904
31579,0.7754323
31580,0.79557306
31581,0.7903839
31582,0.70269316
31583,0.73848915
31584,0.69819385
31585,0.8226111
31586,0.86592567
31587,0.8707982
31588,0.66541725
31589,0.764014
31590,0.74995136
31591,0.7802122
31592,0.80143803
31593,0.7903456
31594,0.62188125
31595,0.7934721
31596,0.85379684
31597,0.7648766
31598,0.7688973
31599,0.7777907
31600,0.72876513
31601,0.7897623
31602,0.6971672
31603,0.8113367
31604,0.7238568
31605,0.7932147
31606,0.73291886
31607,0.78651434
31608,0.76920104
31609,0.7475609
31610,0.8009021
31611,0.7801146
31612,0.7244017
31613,0.6649722
31614,0.73394555
31615,0.6219582
31616,0.81356573
31617,0.7739896
31618,0.6340646
31619,0.8124707
31620,0.6858429
31621,0.7641146
31622,0.6713826
31623,0.76551163
31624,0.719992
31625,0.6603231
31626,0.7872139
31627,0.79923487
31628,0.7665472
31629,0.6723102
31630,0.6353897
31631,0.79866934
31632,0.71019435
31633,0.7412811
31634,0.8248884
31635,0.7145568
31636,0.7868847
31637,0.7651811
31638,0.8009075
31639,0.85202396
31640,0.72700197
31641,0.7590761
31642,0.7961385
31643,0.8648769
31644,0.76178515
31645,0.81930673
31646,0.8367109
31647,0.79585403
31648,0.774522
31649,0.79862034
31650,0.62429863
31651,0.86947304
31652,0.77024645
31653,0.7860557
31654,0.80669475
31655,0.77767426
31656,0.7652744
31657,0.79846334
31658,0.70532084
31659,0.79104346
31660,0.7409811
31661,0.7974712
31662,0.78169775
31663,0.8635566
31664,0.6891777
31665,0.73561186
31666,0.7046413
31667,0.8533466
31668,0.79107696
31669,0.77338415
31670,0.74721855
31671,0.7224276
31672,0.7764049
31673,0.7539125
31674,0.71219605
31675,0.76879704
31676,0.7676001
31677,0.69271964
31678,0.8526929
31679,0.76771945
31680,0.75403666
31681,0.69417536
31682,0.80600053
31683,0.77654386
31684,0.8463286
31685,0.793247
31686,0.7397226
31687,0.71582776
31688,0.8121904
31689,0.7943499
31690,0.8160342
31691,0.78524405
31692,0.7792882
31693,0.83111656
31694,0.7788819
31695,0.84675413
31696,0.85462916
31697,0.89099675
31698,0.8201654
31699,0.77066106
31700,0.78692347
31701,0.8158343
31702,0.77533853
31703,0.7714952
31704,0.7102397
31705,0.7733452
31706,0.76953435
31707,0.66234475
31708,0.86958534
31709,0.79282415
31710,0.85027
31711,0.77563846
31712,0.82260805
31713,0.7428378
31714,0.61506665
31715,0.77177495
31716,0.8220411
31717,0.7703532
31718,0.73553586
31719,0.82098466
31720,0.74414784
31721,0.7914869
31722,0.76361805
31723,0.72560143
31724,0.849759
31725,0.8438861
31726,0.7734948
31727,0.7762657
31728,0.64348274
31729,0.67987484
31730,0.70806855
31731,0.61673605
31732,0.8590246
31733,0.8197076
31734,0.79203975
31735,0.69533396
31736,0.66532075
31737,0.7834978
31738,0.812399
31739,0.8454591
31740,0.786763
31741,0.7847282
31742,0.77886516
31743,0.7863082
31744,0.6893363
31745,0.7715001
31746,0.8816389
31747,0.6820685
31748,0.7295268
31749,0.77638245
31750,0.7991313
31751,0.72913104
31752,0.77311105
31753,0.7704841
31754,0.76476675
31755,0.8145089
31756,0.83104986
31757,0.85989827
31758,0.7454449
31759,0.7645635
31760,0.6444663
31761,0.7963408
31762,0.8182616
31763,0.81376415
31764,0.8382515
31765,0.7590343
31766,0.85538584
31767,0.81632257
31768,0.84259975
31769,0.82833743
31770,0.79930645
31771,0.80240697
31772,0.8442535
31773,0.5711098
31774,0.6493434
31775,0.7666533
31776,0.7543825
31777,0.78145635
31778,0.71781707
31779,0.78085035
31780,0.71683896
31781,0.8562981
31782,0.5885512
31783,0.77164
31784,0.7232929
31785,0.7887559
31786,0.8155037
31787,0.7662062
31788,0.84507495
31789,0.88219094
31790,0.7905768
31791,0.66066587
31792,0.7665626
31793,0.7604872
31794,0.79647064
31795,0.8348889
31796,0.6380669
31797,0.7398162
31798,0.8149512
31799,0.70496
31800,0.75628
31801,0.78815347
31802,0.6846097
31803,0.79367113
31804,0.7823548
31805,0.76492333
31806,0.7757084
31807,0.7005151
31808,0.7592795
31809,0.7358184
31810,0.7512283
31811,0.7426984
31812,0.71617573
31813,0.8336368
31814,0.746463
31815,0.7229338
31816,0.79793715
31817,0.78884405
31818,0.8300272
31819,0.76951
31820,0.7822024
31821,0.8275785
31822,0.7609449
31823,0.8613837
31824,0.65626276
31825,0.8242534
31826,0.77893305
31827,0.7910327
31828,0.88334817
31829,0.7801828
31830,0.75997096
31831,0.7492088
31832,0.83853686
31833,0.8085763
31834,0.68907356
31835,0.78363186
31836,0.786644
31837,0.7380652
31838,0.6501043
31839,0.63910145
31840,0.7529434
31841,0.72934955
31842,0.788294
31843,0.7630587
31844,0.81147605
31845,0.8047491
31846,0.6741205
31847,0.86414564
31848,0.69287026
31849,0.67088693
31850,0.8741648
31851,0.7004071
31852,0.8141491
31853,0.8233192
31854,0.7212145
31855,0.7267248
31856,0.7848386
31857,0.80066
31858,0.765184
31859,0.7838463
31860,0.58258027
31861,0.6611158
31862,0.64193505
31863,0.8717819
31864,0.7752744
31865,0.6679536
31866,0.72178215
31867,0.66419685
31868,0.7738792
31869,0.78381246
31870,0.7640451
31871,0.78319037
31872,0.8157588
31873,0.7293504
31874,0.78233325
31875,0.69407046
31876,0.72016627
31877,0.7671798
31878,0.77110696
31879,0.7260027
31880,0.7372123
31881,0.78156376
31882,0.785941
31883,0.6916253
31884,0.7257675
31885,0.66019124
31886,0.6169959
31887,0.7922224
31888,0.7602107
31889,0.7253676
31890,0.7834759
31891,0.8812476
31892,0.77941316
31893,0.7506471
31894,0.84608597
31895,0.87662023
31896,0.806174
31897,0.8195675
31898,0.78675157
31899,0.78779024
31900,0.81151724
31901,0.7946104
