"","x"
"30872",0
"30873",1
"30874",0
"30875",2
"30876",2
"30877",1
"30878",6
"30879",0
"30880",1
"30881",0
"30882",2
"30883",3
"30884",3
"30885",4
"30886",5
"30887",3
"30888",0
"30889",6
"30890",3
"30891",5
"30892",8
"30893",0
"30894",3
"30895",3
"30896",4
"30897",0
"30898",0
"30899",4
"30900",1
"30901",7
"30902",2
"30903",1
"30904",1
"30905",2
"30906",4
"30907",2
"30908",1
"30909",0
"30910",3
"30911",6
"30912",5
"30913",5
"30914",6
"30915",4
"30916",5
"30917",4
"30918",1
"30919",2
"30920",3
"30921",2
"30922",0
"30923",0
"30924",2
"30925",5
"30926",0
"30927",1
"30928",2
"30929",4
"30930",4
"30931",1
"30932",3
"30933",6
"30934",5
"30935",6
"30936",1
"30937",2
"30938",0
"30939",1
"30940",0
"30941",2
"30942",0
"30943",7
"30944",3
"30945",7
"30946",3
"30947",1
"30948",2
"30949",1
"30950",5
"30951",1
"30952",1
"30953",2
"30954",0
"30955",2
"30956",1
"30957",0
"30958",0
"30959",4
"30960",0
"30961",7
"30962",1
"30963",4
"30964",0
"30965",6
"30966",3
"30967",5
"30968",1
"30969",2
"30970",7
"30971",0
"30972",6
"30973",3
"30974",0
"30975",1
"30976",1
"30977",8
"30978",4
"30979",5
"30980",4
"30981",4
"30982",2
"30983",3
"30984",8
"30985",0
"30986",3
"30987",5
"30988",8
"30989",5
"30990",1
"30991",0
"30992",3
"30993",5
"30994",1
"30995",3
"30996",2
"30997",2
"30998",6
"30999",3
"31000",1
"31001",1
"31002",0
"31003",2
"31004",0
"31005",2
"31006",0
"31007",2
"31008",1
"31009",0
"31010",3
"31011",2
"31012",8
"31013",7
"31014",1
"31015",1
"31016",2
"31017",7
"31018",1
"31019",4
"31020",0
"31021",0
"31022",2
"31023",2
"31024",5
"31025",2
"31026",3
"31027",3
"31028",0
"31029",0
"31030",5
"31031",0
"31032",4
"31033",2
"31034",6
"31035",0
"31036",0
"31037",0
"31038",1
"31039",0
"31040",7
"31041",3
"31042",2
"31043",2
"31044",3
"31045",0
"31046",1
"31047",1
"31048",0
"31049",1
"31050",1
"31051",8
"31052",4
"31053",1
"31054",2
"31055",5
"31056",6
"31057",1
"31058",5
"31059",0
"31060",0
"31061",5
"31062",7
"31063",7
"31064",0
"31065",8
"31066",1
"31067",6
"31068",1
"31069",4
"31070",3
"31071",0
"31072",0
"31073",0
"31074",0
"31075",7
"31076",2
"31077",0
"31078",1
"31079",1
"31080",3
"31081",4
"31082",8
"31083",4
"31084",1
"31085",3
"31086",0
"31087",0
"31088",0
"31089",6
"31090",0
"31091",3
"31092",6
"31093",1
"31094",2
"31095",0
"31096",4
"31097",7
"31098",1
"31099",0
"31100",1
"31101",7
"31102",7
"31103",2
"31104",0
"31105",0
"31106",5
"31107",4
"31108",0
"31109",5
"31110",4
"31111",0
"31112",4
"31113",0
"31114",5
"31115",1
"31116",1
"31117",0
"31118",6
"31119",4
"31120",5
"31121",5
"31122",2
"31123",5
"31124",0
"31125",7
"31126",0
"31127",1
"31128",1
"31129",1
"31130",4
"31131",5
"31132",0
"31133",2
"31134",2
"31135",1
"31136",2
"31137",0
"31138",1
"31139",1
"31140",0
"31141",0
"31142",5
"31143",0
"31144",6
"31145",4
"31146",2
"31147",5
"31148",0
"31149",2
"31150",7
"31151",3
"31152",4
"31153",4
"31154",0
"31155",0
"31156",0
"31157",1
"31158",7
"31159",5
"31160",3
"31161",5
"31162",1
"31163",6
"31164",6
"31165",4
"31166",1
"31167",4
"31168",0
"31169",3
"31170",0
"31171",0
"31172",2
"31173",2
"31174",2
"31175",5
"31176",3
"31177",1
"31178",2
"31179",4
"31180",0
"31181",1
"31182",0
"31183",1
"31184",3
"31185",1
"31186",1
"31187",1
"31188",0
"31189",0
"31190",3
"31191",0
"31192",4
"31193",5
"31194",5
"31195",5
"31196",4
"31197",7
"31198",3
"31199",1
"31200",5
"31201",1
"31202",2
"31203",2
"31204",1
"31205",3
"31206",3
"31207",3
"31208",0
"31209",0
"31210",3
"31211",1
"31212",0
"31213",0
"31214",6
"31215",3
"31216",3
"31217",0
"31218",3
"31219",0
"31220",3
"31221",6
"31222",4
"31223",3
"31224",1
"31225",2
"31226",0
"31227",6
"31228",3
"31229",6
"31230",0
"31231",0
"31232",5
"31233",1
"31234",0
"31235",4
"31236",5
"31237",5
"31238",6
"31239",3
"31240",0
"31241",6
"31242",1
"31243",0
"31244",4
"31245",4
"31246",1
"31247",8
"31248",7
"31249",2
"31250",0
"31251",4
"31252",0
"31253",1
"31254",3
"31255",4
"31256",1
"31257",0
"31258",1
"31259",0
"31260",5
"31261",7
"31262",0
"31263",2
"31264",2
"31265",5
"31266",0
"31267",1
"31268",8
"31269",5
"31270",1
"31271",4
"31272",0
"31273",3
"31274",0
"31275",0
"31276",3
"31277",0
"31278",2
"31279",0
"31280",0
"31281",6
"31282",0
"31283",2
"31284",1
"31285",0
"31286",0
"31287",0
"31288",3
"31289",3
"31290",6
"31291",4
"31292",0
"31293",0
"31294",2
"31295",0
"31296",4
"31297",4
"31298",0
"31299",1
"31300",0
"31301",1
"31302",5
"31303",1
"31304",4
"31305",1
"31306",1
"31307",6
"31308",5
"31309",0
"31310",0
"31311",2
"31312",0
"31313",0
"31314",5
"31315",2
"31316",0
"31317",3
"31318",1
"31319",5
"31320",4
"31321",5
"31322",0
"31323",6
"31324",1
"31325",6
"31326",8
"31327",5
"31328",0
"31329",2
"31330",1
"31331",1
"31332",3
"31333",4
"31334",0
"31335",3
"31336",8
"31337",2
"31338",1
"31339",3
"31340",0
"31341",0
"31342",7
"31343",4
"31344",4
"31345",0
"31346",1
"31347",5
"31348",3
"31349",5
"31350",6
"31351",0
"31352",1
"31353",5
"31354",1
"31355",8
"31356",3
"31357",4
"31358",2
"31359",0
"31360",2
"31361",3
"31362",7
"31363",0
"31364",3
"31365",3
"31366",8
"31367",0
"31368",6
"31369",2
"31370",0
"31371",5
"31372",0
"31373",2
"31374",4
"31375",2
"31376",2
"31377",4
"31378",7
"31379",1
"31380",1
"31381",4
"31382",3
"31383",0
"31384",0
"31385",8
"31386",1
"31387",8
"31388",5
"31389",1
"31390",0
"31391",0
"31392",2
"31393",3
"31394",0
"31395",1
"31396",3
"31397",4
"31398",0
"31399",3
"31400",1
"31401",2
"31402",2
"31403",0
"31404",0
"31405",4
"31406",0
"31407",4
"31408",7
"31409",0
"31410",2
"31411",5
"31412",0
"31413",1
"31414",2
"31415",1
"31416",2
"31417",4
"31418",6
"31419",8
"31420",6
"31421",7
"31422",1
"31423",0
"31424",1
"31425",0
"31426",4
"31427",0
"31428",7
"31429",8
"31430",4
"31431",0
"31432",3
"31433",4
"31434",2
"31435",0
"31436",0
"31437",0
"31438",5
"31439",2
"31440",1
"31441",5
"31442",2
"31443",5
"31444",2
"31445",5
"31446",0
"31447",0
"31448",0
"31449",5
"31450",3
"31451",0
"31452",0
"31453",4
"31454",5
"31455",0
"31456",3
"31457",0
"31458",0
"31459",2
"31460",4
"31461",0
"31462",8
"31463",3
"31464",0
"31465",0
"31466",0
"31467",1
"31468",0
"31469",2
"31470",5
"31471",1
"31472",5
"31473",8
"31474",6
"31475",5
"31476",4
"31477",1
"31478",3
"31479",3
"31480",1
"31481",1
"31482",0
"31483",0
"31484",0
"31485",3
"31486",2
"31487",3
"31488",3
"31489",0
"31490",3
"31491",0
"31492",5
"31493",7
"31494",6
"31495",2
"31496",5
"31497",1
"31498",4
"31499",0
"31500",3
"31501",0
"31502",0
"31503",0
"31504",2
"31505",4
"31506",0
"31507",0
"31508",4
"31509",1
"31510",1
"31511",5
"31512",6
"31513",4
"31514",3
"31515",1
"31516",1
"31517",1
"31518",0
"31519",0
"31520",6
"31521",1
"31522",6
"31523",7
"31524",2
"31525",0
"31526",3
"31527",0
"31528",6
"31529",1
"31530",4
"31531",2
"31532",7
"31533",2
"31534",2
"31535",0
"31536",3
"31537",1
"31538",0
"31539",2
"31540",7
"31541",0
"31542",0
"31543",1
"31544",1
"31545",2
"31546",4
"31547",0
"31548",0
"31549",0
"31550",0
"31551",0
"31552",8
"31553",0
"31554",5
"31555",1
"31556",5
"31557",3
"31558",1
"31559",5
"31560",0
"31561",5
"31562",0
"31563",1
"31564",5
"31565",0
"31566",0
"31567",0
"31568",2
"31569",0
"31570",3
"31571",8
"31572",2
"31573",4
"31574",2
"31575",4
"31576",3
"31577",2
"31578",3
"31579",1
"31580",1
"31581",1
"31582",1
"31583",7
"31584",0
"31585",2
"31586",7
"31587",3
"31588",2
"31589",7
"31590",0
"31591",1
"31592",3
"31593",8
"31594",0
"31595",3
"31596",5
"31597",4
"31598",3
"31599",1
"31600",4
"31601",1
"31602",3
"31603",0
"31604",3
"31605",0
"31606",4
"31607",0
"31608",0
"31609",0
"31610",0
"31611",1
"31612",7
"31613",0
"31614",4
"31615",0
"31616",2
"31617",0
"31618",3
"31619",4
"31620",2
"31621",2
"31622",0
"31623",5
"31624",3
"31625",1
"31626",3
"31627",1
"31628",3
"31629",3
"31630",0
"31631",2
"31632",3
"31633",5
"31634",7
"31635",0
"31636",1
"31637",2
"31638",0
"31639",0
"31640",2
"31641",0
"31642",0
"31643",4
"31644",8
"31645",0
"31646",0
"31647",1
"31648",5
"31649",0
"31650",1
"31651",3
"31652",5
"31653",0
"31654",5
"31655",7
"31656",0
"31657",5
"31658",6
"31659",4
"31660",4
"31661",5
"31662",4
"31663",1
"31664",6
"31665",6
"31666",1
"31667",4
"31668",5
"31669",5
"31670",8
"31671",2
"31672",3
"31673",1
"31674",0
"31675",3
"31676",0
"31677",5
"31678",0
"31679",5
"31680",0
"31681",0
"31682",0
"31683",1
"31684",8
"31685",1
"31686",2
"31687",1
"31688",0
"31689",0
"31690",0
"31691",2
"31692",4
"31693",6
"31694",0
"31695",4
"31696",2
"31697",2
"31698",5
"31699",1
"31700",1
"31701",0
"31702",0
"31703",6
"31704",0
"31705",7
"31706",8
"31707",2
"31708",2
"31709",4
"31710",2
"31711",1
"31712",0
"31713",4
"31714",4
"31715",3
"31716",0
"31717",4
"31718",4
"31719",1
"31720",6
"31721",4
"31722",0
"31723",2
"31724",1
"31725",1
"31726",0
"31727",4
"31728",5
"31729",3
"31730",0
"31731",6
"31732",1
"31733",0
"31734",3
"31735",0
"31736",0
"31737",0
"31738",2
"31739",0
"31740",5
"31741",0
"31742",4
"31743",5
"31744",2
"31745",8
"31746",3
"31747",5
"31748",2
"31749",6
"31750",0
"31751",3
"31752",1
"31753",0
"31754",1
"31755",2
"31756",10
"31757",1
"31758",3
"31759",8
"31760",4
"31761",1
"31762",4
"31763",0
"31764",4
"31765",5
"31766",4
"31767",1
"31768",5
"31769",1
"31770",1
"31771",0
"31772",1
"31773",0
"31774",4
"31775",8
"31776",3
"31777",5
"31778",0
"31779",0
"31780",1
"31781",5
"31782",6
"31783",7
"31784",1
"31785",0
"31786",5
"31787",4
"31788",8
"31789",3
"31790",2
"31791",5
"31792",0
"31793",5
"31794",1
"31795",3
"31796",10
"31797",7
"31798",6
"31799",0
"31800",0
"31801",3
"31802",7
"31803",4
"31804",8
"31805",5
"31806",7
"31807",2
"31808",8
"31809",1
"31810",6
"31811",4
"31812",2
"31813",2
"31814",0
"31815",4
"31816",1
"31817",8
"31818",6
"31819",5
"31820",3
"31821",5
"31822",4
"31823",3
"31824",1
"31825",4
"31826",4
"31827",5
"31828",0
"31829",9
"31830",1
"31831",8
"31832",5
"31833",3
"31834",3
"31835",1
"31836",7
"31837",1
"31838",4
"31839",1
"31840",6
"31841",9
"31842",0
"31843",2
"31844",7
"31845",4
"31846",0
"31847",1
"31848",6
"31849",0
"31850",2
"31851",5
"31852",3
"31853",0
"31854",0
"31855",4
"31856",6
"31857",0
"31858",1
"31859",4
"31860",8
"31861",1
"31862",6
"31863",2
"31864",3
"31865",8
"31866",1
"31867",0
"31868",1
"31869",3
"31870",4
"31871",4
"31872",5
"31873",3
"31874",0
"31875",1
"31876",7
"31877",3
"31878",0
"31879",1
"31880",6
"31881",6
"31882",1
"31883",10
"31884",4
"31885",4
"31886",8
"31887",1
"31888",0
"31889",9
"31890",4
"31891",5
"31892",3
"31893",2
"31894",6
"31895",3
"31896",4
"31897",3
"31898",7
"31899",2
"31900",0
"31901",1
"31902",6
"31903",5
"31904",3
"31905",8
"31906",7
"31907",0
"31908",0
"31909",1
"31910",7
"31911",4
"31912",4
"31913",5
"31914",6
"31915",4
"31916",3
"31917",2
"31918",2
"31919",5
"31920",1
"31921",2
"31922",2
"31923",3
"31924",6
"31925",0
"31926",10
"31927",0
"31928",5
"31929",6
"31930",7
"31931",0
"31932",6
"31933",8
"31934",2
"31935",7
"31936",2
"31937",0
"31938",7
"31939",0
"31940",10
"31941",4
"31942",3
"31943",3
"31944",7
"31945",5
"31946",2
"31947",2
"31948",2
"31949",1
"31950",5
"31951",5
"31952",8
"31953",0
"31954",4
"31955",5
"31956",0
"31957",1
"31958",1
"31959",2
"31960",5
"31961",0
"31962",0
"31963",1
"31964",0
"31965",0
"31966",1
"31967",4
"31968",2
"31969",4
"31970",5
"31971",5
"31972",9
"31973",3
"31974",8
"31975",0
"31976",3
"31977",0
"31978",0
"31979",6
"31980",7
"31981",3
"31982",10
"31983",2
"31984",1
"31985",4
"31986",4
"31987",8
"31988",4
"31989",1
"31990",0
"31991",1
"31992",2
"31993",7
"31994",4
"31995",7
"31996",10
"31997",0
"31998",4
"31999",3
"32000",7
"32001",4
"32002",6
"32003",3
"32004",10
"32005",1
"32006",1
"32007",1
"32008",5
"32009",3
"32010",0
"32011",7
"32012",2
"32013",7
"32014",6
"32015",2
"32016",7
"32017",2
"32018",0
"32019",0
"32020",1
"32021",0
"32022",6
"32023",1
"32024",0
"32025",2
"32026",3
"32027",2
"32028",10
"32029",3
"32030",3
"32031",1
"32032",1
"32033",4
"32034",0
"32035",2
"32036",1
"32037",6
"32038",1
"32039",0
"32040",0
"32041",0
"32042",6
"32043",1
"32044",5
"32045",5
"32046",3
"32047",7
"32048",1
"32049",0
"32050",2
"32051",2
"32052",9
"32053",5
"32054",0
"32055",7
"32056",5
"32057",2
"32058",8
"32059",0
"32060",4
"32061",2
"32062",0
"32063",9
"32064",0
"32065",3
"32066",5
"32067",2
"32068",0
"32069",2
"32070",2
"32071",8
"32072",7
"32073",5
"32074",1
"32075",6
"32076",4
"32077",7
"32078",8
"32079",0
"32080",3
"32081",1
"32082",1
"32083",3
"32084",2
"32085",3
"32086",4
"32087",3
"32088",9
"32089",1
"32090",1
"32091",7
"32092",5
"32093",0
"32094",4
"32095",6
"32096",1
"32097",6
"32098",6
"32099",2
"32100",1
"32101",7
"32102",0
"32103",6
"32104",0
"32105",5
"32106",10
"32107",7
"32108",3
"32109",5
"32110",4
"32111",4
"32112",1
"32113",5
"32114",1
"32115",4
"32116",7
"32117",5
"32118",1
"32119",7
"32120",1
"32121",6
"32122",0
"32123",2
"32124",3
"32125",1
"32126",3
"32127",4
"32128",2
"32129",9
"32130",5
"32131",1
"32132",5
"32133",5
"32134",1
"32135",7
"32136",6
"32137",5
"32138",0
"32139",8
"32140",9
"32141",7
"32142",5
"32143",5
"32144",5
"32145",2
"32146",2
"32147",7
"32148",7
"32149",2
"32150",3
"32151",2
"32152",5
"32153",4
"32154",8
"32155",5
"32156",0
"32157",4
"32158",2
"32159",1
"32160",7
"32161",1
"32162",0
"32163",0
"32164",5
"32165",1
"32166",1
"32167",1
"32168",3
"32169",0
"32170",6
"32171",4
"32172",1
"32173",0
"32174",5
"32175",1
"32176",0
"32177",5
"32178",7
"32179",1
"32180",10
"32181",0
"32182",2
"32183",1
"32184",6
"32185",6
"32186",9
"32187",9
"32188",1
"32189",4
"32190",10
"32191",4
"32192",8
"32193",0
"32194",3
"32195",3
"32196",7
"32197",2
"32198",0
"32199",0
"32200",8
"32201",5
"32202",0
"32203",6
"32204",2
"32205",3
"32206",4
"32207",1
"32208",2
"32209",1
"32210",1
"32211",2
"32212",4
"32213",0
"32214",9
"32215",5
"32216",1
"32217",5
"32218",5
"32219",3
"32220",3
"32221",1
"32222",2
"32223",3
"32224",4
"32225",9
"32226",9
"32227",1
"32228",4
"32229",7
"32230",1
"32231",0
"32232",2
"32233",5
"32234",9
"32235",5
"32236",2
"32237",2
"32238",5
"32239",1
"32240",6
"32241",1
"32242",4
"32243",6
"32244",0
"32245",1
"32246",1
"32247",5
"32248",3
"32249",3
"32250",1
"32251",0
"32252",3
"32253",9
"32254",7
"32255",0
"32256",4
"32257",1
"32258",1
"32259",4
"32260",0
"32261",0
"32262",6
"32263",0
"32264",6
"32265",5
"32266",1
"32267",3
"32268",5
"32269",4
"32270",1
"32271",2
"32272",0
"32273",10
"32274",5
"32275",9
"32276",1
"32277",8
"32278",0
"32279",8
"32280",3
"32281",10
"32282",6
"32283",1
"32284",5
"32285",5
"32286",6
"32287",2
"32288",3
"32289",2
"32290",2
"32291",4
"32292",8
"32293",4
"32294",4
"32295",9
"32296",5
"32297",5
"32298",3
"32299",3
"32300",0
"32301",1
"32302",0
"32303",8
"32304",9
"32305",6
"32306",10
"32307",1
"32308",3
"32309",1
"32310",4
"32311",1
"32312",5
"32313",1
"32314",3
"32315",1
"32316",0
"32317",3
"32318",4
"32319",1
"32320",6
"32321",0
"32322",7
"32323",10
"32324",0
"32325",1
"32326",1
"32327",1
"32328",6
"32329",3
"32330",5
"32331",2
"32332",3
"32333",9
"32334",0
"32335",6
"32336",0
"32337",3
"32338",2
"32339",4
"32340",2
"32341",2
"32342",1
"32343",10
"32344",2
"32345",8
"32346",9
"32347",9
"32348",2
"32349",2
"32350",0
"32351",7
"32352",1
"32353",5
"32354",3
"32355",1
"32356",3
"32357",6
"32358",2
"32359",7
"32360",6
"32361",4
"32362",10
"32363",3
"32364",0
"32365",2
"32366",4
"32367",1
"32368",2
"32369",3
"32370",0
"32371",7
"32372",3
"32373",1
"32374",1
"32375",2
"32376",4
"32377",1
"32378",5
"32379",3
"32380",5
"32381",0
"32382",3
"32383",5
"32384",3
"32385",2
"32386",7
"32387",7
"32388",2
"32389",8
"32390",5
"32391",5
"32392",5
"32393",2
"32394",3
"32395",3
"32396",3
"32397",4
"32398",2
"32399",0
"32400",1
"32401",4
"32402",8
"32403",6
"32404",6
"32405",7
"32406",0
"32407",4
"32408",5
"32409",6
"32410",1
"32411",6
"32412",0
"32413",0
"32414",4
"32415",7
"32416",8
"32417",0
"32418",4
"32419",9
"32420",3
"32421",4
"32422",7
"32423",1
"32424",4
"32425",1
"32426",9
"32427",1
"32428",2
"32429",7
"32430",1
"32431",3
"32432",1
"32433",6
"32434",4
"32435",4
"32436",4
"32437",10
"32438",2
"32439",6
"32440",0
"32441",3
"32442",1
"32443",3
"32444",3
"32445",6
"32446",4
"32447",10
"32448",7
"32449",8
"32450",6
"32451",4
"32452",6
"32453",8
"32454",0
"32455",10
"32456",6
"32457",0
"32458",8
"32459",2
"32460",3
"32461",1
"32462",3
"32463",1
"32464",0
"32465",2
"32466",4
"32467",0
"32468",3
"32469",5
"32470",1
"32471",2
"32472",5
"32473",9
"32474",2
"32475",0
"32476",1
"32477",8
"32478",1
"32479",3
"32480",1
"32481",7
"32482",1
"32483",1
"32484",0
"32485",2
"32486",4
"32487",3
"32488",2
"32489",3
"32490",4
"32491",3
"32492",0
"32493",2
"32494",5
"32495",0
"32496",0
"32497",4
"32498",0
"32499",3
"32500",3
"32501",5
"32502",0
"32503",1
"32504",3
"32505",1
"32506",4
"32507",9
"32508",5
"32509",3
"32510",6
"32511",2
"32512",0
"32513",2
"32514",6
"32515",7
"32516",6
"32517",1
"32518",8
"32519",3
"32520",8
"32521",1
"32522",4
"32523",1
"32524",0
"32525",2
"32526",4
"32527",5
"32528",0
"32529",3
"32530",9
"32531",4
"32532",5
"32533",0
"32534",1
"32535",4
"32536",8
"32537",4
"32538",0
"32539",3
"32540",0
"32541",5
"32542",8
"32543",1
"32544",3
"32545",8
"32546",8
"32547",3
"32548",4
"32549",8
"32550",8
"32551",10
"32552",1
"32553",10
"32554",3
"32555",0
"32556",2
"32557",0
"32558",6
"32559",8
"32560",2
"32561",5
"32562",2
"32563",7
"32564",4
"32565",4
"32566",0
"32567",4
"32568",5
"32569",2
"32570",6
"32571",4
"32572",4
"32573",0
"32574",4
"32575",4
"32576",7
"32577",4
"32578",0
"32579",1
"32580",1
"32581",0
"32582",0
"32583",5
"32584",1
"32585",5
"32586",4
"32587",4
"32588",8
"32589",5
"32590",9
"32591",0
"32592",0
"32593",1
"32594",4
"32595",2
"32596",4
"32597",2
"32598",1
"32599",2
"32600",8
"32601",4
"32602",4
"32603",7
"32604",4
"32605",6
"32606",3
"32607",2
"32608",10
"32609",7
"32610",0
"32611",8
"32612",0
"32613",0
"32614",1
"32615",2
"32616",3
"32617",0
"32618",6
"32619",2
"32620",10
"32621",3
"32622",5
"32623",8
"32624",5
"32625",1
"32626",1
"32627",3
"32628",4
"32629",2
"32630",5
"32631",7
"32632",6
"32633",4
"32634",4
"32635",5
"32636",7
"32637",4
"32638",1
"32639",0
"32640",7
"32641",3
"32642",2
"32643",0
"32644",2
"32645",2
"32646",8
"32647",1
"32648",2
"32649",6
"32650",1
"32651",2
"32652",4
"32653",2
"32654",4
"32655",4
"32656",5
"32657",2
"32658",1
"32659",6
"32660",0
"32661",5
"32662",1
"32663",2
"32664",7
"32665",0
"32666",3
"32667",5
"32668",1
"32669",0
"32670",3
"32671",2
"32672",4
"32673",4
"32674",0
"32675",4
"32676",3
"32677",2
"32678",0
"32679",0
"32680",0
"32681",1
"32682",4
"32683",4
"32684",0
"32685",0
"32686",10
"32687",3
"32688",2
"32689",2
"32690",2
"32691",9
"32692",2
"32693",3
"32694",4
"32695",8
"32696",3
"32697",0
"32698",6
"32699",1
"32700",4
"32701",5
"32702",4
"32703",7
"32704",1
"32705",8
"32706",9
"32707",5
"32708",1
"32709",9
"32710",0
"32711",5
"32712",4
"32713",2
"32714",1
"32715",0
"32716",4
"32717",2
"32718",5
"32719",2
"32720",7
"32721",0
"32722",1
"32723",7
"32724",5
"32725",3
"32726",2
"32727",1
"32728",2
"32729",0
"32730",1
"32731",1
"32732",5
"32733",4
"32734",4
"32735",3
"32736",8
"32737",2
"32738",6
"32739",8
"32740",8
"32741",3
"32742",4
"32743",2
"32744",4
"32745",0
"32746",2
"32747",1
"32748",4
"32749",1
"32750",0
"32751",4
"32752",0
"32753",0
"32754",10
"32755",4
"32756",4
"32757",1
"32758",5
"32759",8
"32760",5
"32761",3
"32762",0
"32763",6
"32764",2
"32765",8
"32766",2
"32767",7
"32768",8
"32769",4
"32770",3
"32771",2
"32772",0
"32773",7
"32774",2
"32775",0
"32776",3
"32777",5
"32778",0
"32779",1
"32780",0
"32781",0
"32782",5
"32783",0
"32784",1
"32785",6
"32786",9
"32787",10
"32788",1
"32789",1
"32790",2
"32791",3
"32792",1
"32793",5
"32794",1
"32795",6
"32796",4
"32797",3
"32798",2
"32799",7
"32800",0
"32801",4
"32802",1
"32803",1
"32804",1
"32805",2
"32806",3
"32807",7
"32808",6
"32809",2
"32810",4
"32811",3
"32812",5
"32813",1
"32814",1
"32815",8
"32816",8
"32817",6
"32818",2
"32819",0
"32820",9
"32821",5
"32822",5
"32823",5
"32824",3
"32825",3
"32826",6
"32827",4
"32828",9
"32829",2
"32830",0
"32831",6
"32832",2
"32833",4
"32834",3
"32835",1
"32836",2
"32837",10
"32838",1
"32839",5
"32840",1
"32841",4
"32842",3
"32843",1
"32844",5
"32845",3
"32846",5
"32847",1
"32848",6
"32849",3
"32850",0
"32851",7
"32852",3
"32853",0
"32854",2
"32855",8
"32856",2
"32857",8
"32858",0
"32859",1
"32860",1
"32861",1
"32862",4
"32863",0
"32864",2
"32865",7
"32866",1
"32867",6
"32868",2
"32869",6
"32870",5
"32871",2
"32872",3
"32873",4
"32874",3
"32875",3
"32876",4
"32877",8
"32878",3
"32879",5
"32880",3
"32881",9
"32882",10
"32883",1
"32884",5
"32885",1
"32886",1
"32887",2
"32888",1
"32889",1
"32890",5
"32891",3
"32892",3
"32893",8
"32894",3
"32895",1
"32896",1
"32897",1
"32898",3
"32899",1
"32900",2
"32901",6
"32902",3
"32903",1
"32904",2
"32905",8
"32906",2
"32907",2
"32908",1
"32909",6
"32910",2
"32911",5
"32912",6
"32913",1
"32914",0
"32915",0
"32916",8
"32917",3
"32918",2
"32919",6
"32920",8
"32921",1
"32922",0
"32923",9
"32924",8
"32925",3
"32926",0
"32927",2
"32928",0
"32929",6
"32930",8
"32931",0
"32932",2
"32933",2
"32934",5
"32935",2
"32936",0
"32937",2
"32938",4
"32939",3
"32940",6
"32941",9
"32942",1
"32943",1
"32944",3
"32945",3
"32946",3
"32947",7
"32948",6
"32949",3
"32950",8
"32951",6
"32952",4
"32953",6
"32954",6
"32955",3
"32956",0
"32957",5
"32958",3
"32959",1
"32960",1
"32961",0
"32962",4
"32963",3
"32964",0
"32965",4
"32966",0
"32967",9
"32968",2
"32969",5
"32970",9
"32971",0
"32972",0
"32973",7
"32974",7
"32975",0
"32976",0
"32977",0
"32978",2
"32979",1
"32980",5
"32981",0
"32982",8
"32983",5
"32984",4
"32985",5
"32986",10
"32987",4
"32988",5
"32989",6
"32990",1
"32991",0
"32992",4
"32993",5
"32994",4
"32995",6
"32996",10
"32997",1
"32998",9
"32999",7
"33000",2
"33001",4
"33002",1
"33003",0
"33004",7
"33005",5
"33006",7
"33007",0
"33008",0
"33009",0
"33010",3
"33011",1
"33012",3
"33013",1
"33014",4
"33015",1
"33016",2
"33017",0
"33018",5
"33019",1
"33020",6
"33021",2
"33022",3
"33023",0
"33024",4
"33025",1
"33026",5
"33027",2
"33028",8
"33029",4
"33030",4
"33031",8
"33032",6
"33033",3
"33034",4
"33035",4
"33036",5
"33037",4
"33038",4
"33039",2
"33040",4
"33041",7
"33042",0
"33043",2
"33044",0
"33045",6
"33046",6
"33047",7
"33048",2
"33049",2
"33050",0
"33051",1
"33052",0
"33053",1
"33054",5
"33055",8
"33056",9
"33057",1
"33058",0
"33059",2
"33060",4
"33061",0
"33062",4
"33063",1
"33064",8
"33065",5
"33066",2
"33067",1
"33068",1
"33069",2
"33070",2
"33071",1
"33072",4
"33073",0
"33074",0
"33075",8
"33076",1
"33077",4
"33078",9
"33079",4
"33080",3
"33081",0
"33082",0
"33083",6
"33084",6
"33085",0
"33086",8
"33087",9
"33088",1
"33089",1
"33090",0
"33091",5
"33092",0
"33093",0
"33094",9
"33095",6
"33096",9
"33097",1
"33098",0
"33099",0
"33100",5
"33101",2
"33102",6
"33103",5
"33104",10
"33105",5
"33106",6
"33107",10
"33108",6
"33109",6
"33110",2
"33111",6
"33112",3
"33113",9
"33114",0
"33115",5
"33116",6
"33117",4
"33118",4
"33119",4
"33120",0
"33121",4
"33122",4
"33123",2
"33124",0
"33125",2
"33126",8
"33127",0
"33128",4
"33129",0
"33130",10
"33131",0
"33132",8
"33133",4
"33134",1
"33135",9
"33136",10
"33137",5
"33138",10
"33139",5
"33140",2
"33141",10
"33142",4
"33143",0
"33144",4
"33145",0
"33146",8
"33147",0
"33148",4
"33149",2
"33150",2
"33151",1
"33152",5
"33153",5
"33154",0
"33155",2
"33156",5
"33157",2
"33158",5
"33159",0
"33160",2
"33161",0
"33162",7
"33163",3
"33164",0
"33165",4
"33166",6
"33167",0
"33168",1
"33169",4
"33170",3
"33171",7
"33172",9
"33173",4
"33174",10
"33175",3
"33176",0
"33177",0
"33178",1
"33179",5
"33180",0
"33181",1
"33182",3
"33183",5
"33184",0
"33185",0
"33186",1
"33187",0
"33188",1
"33189",0
"33190",7
"33191",0
"33192",7
"33193",2
"33194",7
"33195",4
"33196",4
"33197",0
"33198",5
"33199",5
"33200",10
"33201",5
"33202",3
"33203",0
