"","x"
"11859",8
"11860",3
"11861",0
"11862",3
"11863",1
"11864",7
"11865",1
"11866",0
"11867",6
"11868",2
"11869",0
"11870",6
"11871",1
"11872",6
"11873",1
"11874",3
"11875",1
"11876",0
"11877",0
"11878",4
"11879",1
"11880",5
"11881",3
"11882",9
"11883",8
"11884",1
"11885",3
"11886",1
"11887",0
"11888",6
"11889",0
"11890",2
"11891",5
"11892",8
"11893",0
"11894",3
"11895",5
"11896",3
"11897",9
"11898",1
"11899",0
"11900",8
"11901",5
"11902",9
"11903",6
"11904",1
"11905",3
"11906",0
"11907",2
"11908",6
"11909",0
"11910",1
"11911",1
"11912",4
"11913",2
"11914",9
"11915",0
"11916",0
"11917",0
"11918",2
"11919",2
"11920",0
"11921",8
"11922",9
"11923",3
"11924",5
"11925",4
"11926",0
"11927",6
"11928",0
"11929",0
"11930",0
"11931",2
"11932",5
"11933",2
"11934",4
"11935",1
"11936",2
"11937",5
"11938",1
"11939",3
"11940",4
"11941",2
"11942",0
"11943",4
"11944",3
"11945",4
"11946",4
"11947",5
"11948",1
"11949",2
"11950",2
"11951",3
"11952",0
"11953",1
"11954",1
"11955",2
"11956",0
"11957",5
"11958",9
"11959",1
"11960",1
"11961",3
"11962",2
"11963",4
"11964",6
"11965",3
"11966",0
"11967",0
"11968",6
"11969",2
"11970",5
"11971",0
"11972",4
"11973",4
"11974",0
"11975",5
"11976",5
"11977",3
"11978",3
"11979",1
"11980",2
"11981",4
"11982",6
"11983",0
"11984",0
"11985",1
"11986",3
"11987",1
"11988",6
"11989",4
"11990",3
"11991",8
"11992",6
"11993",7
"11994",1
"11995",0
"11996",3
"11997",2
"11998",0
"11999",2
"12000",8
"12001",1
"12002",7
"12003",3
"12004",4
"12005",2
"12006",4
"12007",6
"12008",0
"12009",5
"12010",0
"12011",0
"12012",0
"12013",2
"12014",4
"12015",3
"12016",5
"12017",8
"12018",0
"12019",5
"12020",7
"12021",7
"12022",2
"12023",1
"12024",0
"12025",0
"12026",6
"12027",2
"12028",4
"12029",1
"12030",7
"12031",3
"12032",0
"12033",1
"12034",1
"12035",0
"12036",5
"12037",5
"12038",8
"12039",2
"12040",2
"12041",1
"12042",1
"12043",0
"12044",4
"12045",2
"12046",0
"12047",2
"12048",6
"12049",8
"12050",1
"12051",7
"12052",0
"12053",0
"12054",1
"12055",6
"12056",1
"12057",7
"12058",1
"12059",1
"12060",3
"12061",0
"12062",0
"12063",7
"12064",1
"12065",2
"12066",6
"12067",3
"12068",2
"12069",0
"12070",2
"12071",0
"12072",9
"12073",2
"12074",1
"12075",0
"12076",2
"12077",0
"12078",4
"12079",5
"12080",9
"12081",0
"12082",3
"12083",8
"12084",0
"12085",5
"12086",5
"12087",5
"12088",4
"12089",2
"12090",6
"12091",3
"12092",0
"12093",0
"12094",3
"12095",6
"12096",1
"12097",1
"12098",0
"12099",0
"12100",0
"12101",3
"12102",0
"12103",2
"12104",3
"12105",0
"12106",7
"12107",1
"12108",0
"12109",0
"12110",0
"12111",8
"12112",1
"12113",0
"12114",4
"12115",0
"12116",8
"12117",9
"12118",5
"12119",2
"12120",0
"12121",2
"12122",3
"12123",1
"12124",4
"12125",0
"12126",3
"12127",0
"12128",1
"12129",1
"12130",0
"12131",0
"12132",2
"12133",9
"12134",1
"12135",3
"12136",0
"12137",0
"12138",2
"12139",0
"12140",9
"12141",5
"12142",7
"12143",2
"12144",5
"12145",0
"12146",3
"12147",5
"12148",4
"12149",2
"12150",8
"12151",3
"12152",4
"12153",2
"12154",4
"12155",4
"12156",1
"12157",4
"12158",3
"12159",4
"12160",4
"12161",5
"12162",2
"12163",2
"12164",0
"12165",9
"12166",9
"12167",5
"12168",0
"12169",8
"12170",3
"12171",1
"12172",2
"12173",0
"12174",8
"12175",1
"12176",1
"12177",4
"12178",7
"12179",4
"12180",3
"12181",5
"12182",0
"12183",3
"12184",3
"12185",5
"12186",3
"12187",4
"12188",3
"12189",6
"12190",2
"12191",3
"12192",0
"12193",2
"12194",5
"12195",3
"12196",1
"12197",4
"12198",3
"12199",0
"12200",3
"12201",1
"12202",1
"12203",7
"12204",2
"12205",4
"12206",4
"12207",4
"12208",5
"12209",2
"12210",6
"12211",3
"12212",1
"12213",2
"12214",1
"12215",0
"12216",0
"12217",4
"12218",4
"12219",0
"12220",0
"12221",1
"12222",6
"12223",9
"12224",2
"12225",3
"12226",2
"12227",7
"12228",2
"12229",5
"12230",0
"12231",0
"12232",2
"12233",0
"12234",1
"12235",8
"12236",4
"12237",8
"12238",7
"12239",0
"12240",9
"12241",4
"12242",1
"12243",9
"12244",4
"12245",5
"12246",7
"12247",5
"12248",7
"12249",3
"12250",9
"12251",2
"12252",1
"12253",2
"12254",6
"12255",7
"12256",0
"12257",0
"12258",2
"12259",4
"12260",0
"12261",4
"12262",4
"12263",7
"12264",5
"12265",1
"12266",9
"12267",4
"12268",4
"12269",1
"12270",4
"12271",1
"12272",4
"12273",2
"12274",0
"12275",0
"12276",0
"12277",4
"12278",6
"12279",6
"12280",2
"12281",8
"12282",8
"12283",2
"12284",0
"12285",2
"12286",1
"12287",0
"12288",2
"12289",4
"12290",2
"12291",0
"12292",4
"12293",9
"12294",1
"12295",5
"12296",7
"12297",4
"12298",0
"12299",0
"12300",0
"12301",0
"12302",5
"12303",0
"12304",3
"12305",0
"12306",0
"12307",2
"12308",4
"12309",2
"12310",5
"12311",0
"12312",9
"12313",0
"12314",1
"12315",5
"12316",4
"12317",0
"12318",3
"12319",2
"12320",5
"12321",4
"12322",4
"12323",7
"12324",1
"12325",3
"12326",3
"12327",2
"12328",2
"12329",3
"12330",2
"12331",4
"12332",4
"12333",0
"12334",2
"12335",7
"12336",2
"12337",9
"12338",0
"12339",5
"12340",0
"12341",3
"12342",5
"12343",0
"12344",5
"12345",0
"12346",6
"12347",2
"12348",3
"12349",5
"12350",9
"12351",5
"12352",3
"12353",5
"12354",6
"12355",5
"12356",9
"12357",1
"12358",9
"12359",1
"12360",5
"12361",1
"12362",1
"12363",8
"12364",4
"12365",5
"12366",2
"12367",1
"12368",4
"12369",8
"12370",8
"12371",3
"12372",2
"12373",7
"12374",9
"12375",3
"12376",2
"12377",1
"12378",7
"12379",1
"12380",4
"12381",6
"12382",1
"12383",4
"12384",4
"12385",5
"12386",1
"12387",3
"12388",0
"12389",0
"12390",1
"12391",0
"12392",1
"12393",0
"12394",9
"12395",4
"12396",2
"12397",1
"12398",4
"12399",8
"12400",0
"12401",0
"12402",1
"12403",3
"12404",6
"12405",3
"12406",5
"12407",2
"12408",0
"12409",3
"12410",4
"12411",4
"12412",5
"12413",0
"12414",3
"12415",0
"12416",6
"12417",0
"12418",6
"12419",4
"12420",0
"12421",3
"12422",1
"12423",0
"12424",4
"12425",1
"12426",4
"12427",6
"12428",5
"12429",6
"12430",8
"12431",4
"12432",6
"12433",0
"12434",4
"12435",5
"12436",1
"12437",6
"12438",1
"12439",7
"12440",8
"12441",9
"12442",1
"12443",0
"12444",6
"12445",7
"12446",1
"12447",3
"12448",2
"12449",1
"12450",6
"12451",5
"12452",4
"12453",0
"12454",1
"12455",0
"12456",2
"12457",6
"12458",0
"12459",5
"12460",0
"12461",3
"12462",8
"12463",1
"12464",4
"12465",8
"12466",2
"12467",1
"12468",3
"12469",4
"12470",6
"12471",4
"12472",6
"12473",1
"12474",1
"12475",7
"12476",2
"12477",8
"12478",4
"12479",1
"12480",0
"12481",9
"12482",5
"12483",7
"12484",0
"12485",1
"12486",6
"12487",3
"12488",6
"12489",0
"12490",0
"12491",3
"12492",6
"12493",0
"12494",7
"12495",1
"12496",3
"12497",7
"12498",3
"12499",0
"12500",3
"12501",2
"12502",3
"12503",5
"12504",6
"12505",8
"12506",4
"12507",0
"12508",8
"12509",0
"12510",5
"12511",3
"12512",5
"12513",6
"12514",3
"12515",3
"12516",1
"12517",0
"12518",2
"12519",3
"12520",2
"12521",2
"12522",1
"12523",5
"12524",0
"12525",4
"12526",6
"12527",0
"12528",1
"12529",0
"12530",8
"12531",3
"12532",2
"12533",1
"12534",0
"12535",0
"12536",4
"12537",1
"12538",1
"12539",0
"12540",8
"12541",8
"12542",4
"12543",2
"12544",1
"12545",4
"12546",2
"12547",5
"12548",1
"12549",4
"12550",1
"12551",2
"12552",0
"12553",9
"12554",3
"12555",6
"12556",1
"12557",3
"12558",5
"12559",1
"12560",0
"12561",3
"12562",3
"12563",8
"12564",1
"12565",1
"12566",4
"12567",3
"12568",8
"12569",1
"12570",2
"12571",6
"12572",3
"12573",2
"12574",2
"12575",2
"12576",2
"12577",1
"12578",9
"12579",6
"12580",3
"12581",4
"12582",0
"12583",0
"12584",6
"12585",1
"12586",6
"12587",7
"12588",5
"12589",6
"12590",3
"12591",1
"12592",0
"12593",4
"12594",5
"12595",2
"12596",8
"12597",3
"12598",2
"12599",3
"12600",5
"12601",2
"12602",3
"12603",0
"12604",1
"12605",7
"12606",4
"12607",8
"12608",3
"12609",4
"12610",6
"12611",2
"12612",4
"12613",1
"12614",1
"12615",3
"12616",0
"12617",0
"12618",7
"12619",1
"12620",2
"12621",4
"12622",1
"12623",1
"12624",0
"12625",0
"12626",5
"12627",7
"12628",1
"12629",2
"12630",2
"12631",0
"12632",8
"12633",3
"12634",4
"12635",1
"12636",2
"12637",1
"12638",1
"12639",0
"12640",0
"12641",8
"12642",5
"12643",6
"12644",0
"12645",2
"12646",4
"12647",2
"12648",0
"12649",5
"12650",4
"12651",7
"12652",5
"12653",1
"12654",3
"12655",5
"12656",2
"12657",7
"12658",0
"12659",0
"12660",8
"12661",2
"12662",8
"12663",1
"12664",0
"12665",1
"12666",4
"12667",4
"12668",4
"12669",4
"12670",1
"12671",2
"12672",9
"12673",2
"12674",2
"12675",1
"12676",0
"12677",0
"12678",2
"12679",7
"12680",0
"12681",8
"12682",1
"12683",8
"12684",1
"12685",9
"12686",0
"12687",1
"12688",2
"12689",0
"12690",6
"12691",0
"12692",2
"12693",1
"12694",8
"12695",1
"12696",0
"12697",8
"12698",4
"12699",0
"12700",8
"12701",0
"12702",6
"12703",0
"12704",2
"12705",8
"12706",5
"12707",2
"12708",2
"12709",4
"12710",5
"12711",0
"12712",7
"12713",3
"12714",6
"12715",2
"12716",1
"12717",1
"12718",6
"12719",2
"12720",1
"12721",9
"12722",8
"12723",3
"12724",4
"12725",3
"12726",5
"12727",4
"12728",4
"12729",3
"12730",7
"12731",6
"12732",9
"12733",1
"12734",8
"12735",7
"12736",0
"12737",0
"12738",3
"12739",1
"12740",0
"12741",3
"12742",5
"12743",3
"12744",4
"12745",4
"12746",4
"12747",5
"12748",0
"12749",0
"12750",0
"12751",4
"12752",3
"12753",0
"12754",0
"12755",2
"12756",2
"12757",7
"12758",2
"12759",2
"12760",0
"12761",0
"12762",5
"12763",9
"12764",0
"12765",9
"12766",1
"12767",6
"12768",1
"12769",1
"12770",3
"12771",1
"12772",1
"12773",9
"12774",2
"12775",4
"12776",8
"12777",0
"12778",0
"12779",1
"12780",2
"12781",1
"12782",1
"12783",0
"12784",9
"12785",1
"12786",0
"12787",8
"12788",0
"12789",6
"12790",3
"12791",4
"12792",3
"12793",1
"12794",1
"12795",6
"12796",2
"12797",3
"12798",3
"12799",4
"12800",2
"12801",0
"12802",7
"12803",4
"12804",6
"12805",1
"12806",3
"12807",3
"12808",2
"12809",4
"12810",1
"12811",8
"12812",1
"12813",2
"12814",1
"12815",9
"12816",2
"12817",5
"12818",1
"12819",4
"12820",4
"12821",4
"12822",1
"12823",9
"12824",0
"12825",1
"12826",0
"12827",2
"12828",4
"12829",3
"12830",5
"12831",3
"12832",4
"12833",1
"12834",4
"12835",8
"12836",9
"12837",5
"12838",5
"12839",5
"12840",4
"12841",3
"12842",7
"12843",1
"12844",0
"12845",0
"12846",1
"12847",2
"12848",2
"12849",5
"12850",5
"12851",1
"12852",4
"12853",3
"12854",0
"12855",4
"12856",0
"12857",1
"12858",4
"12859",3
"12860",2
"12861",9
"12862",0
"12863",5
"12864",4
"12865",8
"12866",2
"12867",4
"12868",0
"12869",0
"12870",2
"12871",7
"12872",0
"12873",1
"12874",0
"12875",1
"12876",0
"12877",0
"12878",0
"12879",1
"12880",0
"12881",9
"12882",5
"12883",2
"12884",8
"12885",5
"12886",6
"12887",5
"12888",3
"12889",5
"12890",3
"12891",7
"12892",4
"12893",7
"12894",7
"12895",1
"12896",8
"12897",3
"12898",3
"12899",5
"12900",3
"12901",3
"12902",6
"12903",4
"12904",8
"12905",4
"12906",3
"12907",1
"12908",2
"12909",1
"12910",1
"12911",4
"12912",3
"12913",9
"12914",5
"12915",2
"12916",5
"12917",2
"12918",0
"12919",0
"12920",0
"12921",5
"12922",3
"12923",1
"12924",6
"12925",0
"12926",2
"12927",3
"12928",0
"12929",7
"12930",3
"12931",0
"12932",2
"12933",2
"12934",9
"12935",0
"12936",8
"12937",1
"12938",0
"12939",3
"12940",7
"12941",0
"12942",0
"12943",2
"12944",1
"12945",0
"12946",0
"12947",3
"12948",4
"12949",0
"12950",2
"12951",0
"12952",8
"12953",6
"12954",8
"12955",1
"12956",3
"12957",1
"12958",4
"12959",3
"12960",4
"12961",0
"12962",0
"12963",4
"12964",8
"12965",5
"12966",5
"12967",0
"12968",8
"12969",6
"12970",4
"12971",1
"12972",8
"12973",9
"12974",2
"12975",5
"12976",9
"12977",0
"12978",6
"12979",1
"12980",0
"12981",6
"12982",0
"12983",4
"12984",0
"12985",7
"12986",0
"12987",5
"12988",6
"12989",1
"12990",8
"12991",1
"12992",0
"12993",2
"12994",2
"12995",2
"12996",7
"12997",2
"12998",6
"12999",2
"13000",2
"13001",1
"13002",4
"13003",5
"13004",1
"13005",0
"13006",0
"13007",2
"13008",6
"13009",8
"13010",6
"13011",8
"13012",2
"13013",3
"13014",4
"13015",3
"13016",0
"13017",3
"13018",7
"13019",1
"13020",4
"13021",3
"13022",1
"13023",3
"13024",0
"13025",3
"13026",3
"13027",3
"13028",1
"13029",3
"13030",5
"13031",3
"13032",4
"13033",0
"13034",0
"13035",2
"13036",3
"13037",5
"13038",1
"13039",3
"13040",4
"13041",0
"13042",6
"13043",8
"13044",0
"13045",4
"13046",2
"13047",4
"13048",6
"13049",0
"13050",0
"13051",5
"13052",2
"13053",0
"13054",4
"13055",8
"13056",2
"13057",0
"13058",8
"13059",5
"13060",1
"13061",4
"13062",5
"13063",6
"13064",0
"13065",5
"13066",8
"13067",2
"13068",6
"13069",7
"13070",2
"13071",3
"13072",9
"13073",5
"13074",4
"13075",0
"13076",0
"13077",2
"13078",7
"13079",6
"13080",2
"13081",1
"13082",1
"13083",8
"13084",5
"13085",5
"13086",0
"13087",1
"13088",7
"13089",0
"13090",2
"13091",9
"13092",2
"13093",1
"13094",7
"13095",0
"13096",0
"13097",0
"13098",4
"13099",8
"13100",8
"13101",7
"13102",1
"13103",2
"13104",1
"13105",9
"13106",1
"13107",3
"13108",7
"13109",4
"13110",1
"13111",5
"13112",5
"13113",3
"13114",5
"13115",2
"13116",1
"13117",2
"13118",0
"13119",3
"13120",3
"13121",6
"13122",8
"13123",6
"13124",6
"13125",0
"13126",5
"13127",3
"13128",1
"13129",0
"13130",7
"13131",3
"13132",2
"13133",2
"13134",3
"13135",4
"13136",1
"13137",4
"13138",1
"13139",3
"13140",0
"13141",0
"13142",2
"13143",8
"13144",3
"13145",0
"13146",0
"13147",2
"13148",2
"13149",0
"13150",2
"13151",5
"13152",5
"13153",6
"13154",0
"13155",1
"13156",0
"13157",2
"13158",2
"13159",3
"13160",7
"13161",1
"13162",1
"13163",1
"13164",6
"13165",5
"13166",6
"13167",2
"13168",0
"13169",0
"13170",1
"13171",4
"13172",6
"13173",6
"13174",8
"13175",0
"13176",7
"13177",7
"13178",4
"13179",4
"13180",1
"13181",5
"13182",5
"13183",1
"13184",4
"13185",2
"13186",2
"13187",1
"13188",2
"13189",8
"13190",0
"13191",3
"13192",2
"13193",9
"13194",1
"13195",1
"13196",4
"13197",4
"13198",0
"13199",3
"13200",0
"13201",0
"13202",1
"13203",2
"13204",0
"13205",5
"13206",6
"13207",4
"13208",1
"13209",3
"13210",3
"13211",0
"13212",2
"13213",1
"13214",0
"13215",1
"13216",4
"13217",4
"13218",6
"13219",0
"13220",7
"13221",5
"13222",0
"13223",0
"13224",2
"13225",4
"13226",2
"13227",7
"13228",1
"13229",1
"13230",7
"13231",7
"13232",4
"13233",0
"13234",2
"13235",7
"13236",3
"13237",1
"13238",4
"13239",0
"13240",3
"13241",0
"13242",1
"13243",4
"13244",3
"13245",3
"13246",8
"13247",7
"13248",8
"13249",2
"13250",5
"13251",7
"13252",0
"13253",2
"13254",2
"13255",0
"13256",3
"13257",5
"13258",3
"13259",3
"13260",4
"13261",2
"13262",4
"13263",2
"13264",1
"13265",3
"13266",7
"13267",0
"13268",3
"13269",3
"13270",3
"13271",3
"13272",7
"13273",1
"13274",1
"13275",9
"13276",4
"13277",5
"13278",8
"13279",4
"13280",7
"13281",4
"13282",2
"13283",7
"13284",1
"13285",7
"13286",2
"13287",4
"13288",1
"13289",3
"13290",2
"13291",0
"13292",5
"13293",1
"13294",2
"13295",1
"13296",5
"13297",1
"13298",6
"13299",0
"13300",4
"13301",7
"13302",4
"13303",1
"13304",4
"13305",2
"13306",9
"13307",0
"13308",4
"13309",3
"13310",8
"13311",3
"13312",4
"13313",4
"13314",1
"13315",0
"13316",7
"13317",4
"13318",2
"13319",1
"13320",1
"13321",7
"13322",0
"13323",5
"13324",2
"13325",3
"13326",5
"13327",2
"13328",2
"13329",0
"13330",9
"13331",1
"13332",4
"13333",5
"13334",7
"13335",0
"13336",4
"13337",0
"13338",8
"13339",4
"13340",1
"13341",6
"13342",1
"13343",7
"13344",4
"13345",9
"13346",3
"13347",1
"13348",9
"13349",1
"13350",0
"13351",5
"13352",3
"13353",5
"13354",1
"13355",3
"13356",1
"13357",5
"13358",0
"13359",4
"13360",2
"13361",8
"13362",1
"13363",5
"13364",3
"13365",1
"13366",1
"13367",1
"13368",6
"13369",0
"13370",1
"13371",1
"13372",0
"13373",7
"13374",3
"13375",3
"13376",1
"13377",6
"13378",6
"13379",2
"13380",2
"13381",0
"13382",0
"13383",0
"13384",1
"13385",0
"13386",3
"13387",1
"13388",1
"13389",3
"13390",3
"13391",1
"13392",7
"13393",7
"13394",1
"13395",1
"13396",0
"13397",0
"13398",4
"13399",3
"13400",0
"13401",6
"13402",1
"13403",1
"13404",3
"13405",1
"13406",3
"13407",0
"13408",2
"13409",7
"13410",5
"13411",7
"13412",1
"13413",1
"13414",3
"13415",1
"13416",0
"13417",5
"13418",1
"13419",4
"13420",3
"13421",2
"13422",2
"13423",4
"13424",4
"13425",1
"13426",2
"13427",3
"13428",2
"13429",0
"13430",2
"13431",2
"13432",1
"13433",1
"13434",3
"13435",2
"13436",2
"13437",3
"13438",3
"13439",2
"13440",0
"13441",2
"13442",4
"13443",3
"13444",0
"13445",2
"13446",1
"13447",2
"13448",0
"13449",0
"13450",0
"13451",3
"13452",4
"13453",4
"13454",0
"13455",5
"13456",2
"13457",1
"13458",0
"13459",2
"13460",2
"13461",3
"13462",4
"13463",4
"13464",1
"13465",3
"13466",1
"13467",3
"13468",1
"13469",0
"13470",2
"13471",1
"13472",4
"13473",4
"13474",2
"13475",1
"13476",3
"13477",0
"13478",1
"13479",2
"13480",3
"13481",0
"13482",5
"13483",0
"13484",0
"13485",2
"13486",0
"13487",1
"13488",2
"13489",4
"13490",0
"13491",2
"13492",0
"13493",0
"13494",0
"13495",2
"13496",4
"13497",4
"13498",1
"13499",2
"13500",2
"13501",2
"13502",1
"13503",4
"13504",2
"13505",2
"13506",2
"13507",0
"13508",3
"13509",0
"13510",3
"13511",0
"13512",3
"13513",4
"13514",5
"13515",2
"13516",5
"13517",5
"13518",4
"13519",1
"13520",1
"13521",3
"13522",3
"13523",3
"13524",0
"13525",0
"13526",2
"13527",0
"13528",4
"13529",0
"13530",1
"13531",1
"13532",5
"13533",0
"13534",0
"13535",1
"13536",1
"13537",0
"13538",0
"13539",0
"13540",1
"13541",1
"13542",5
"13543",4
"13544",4
"13545",0
"13546",3
"13547",4
"13548",3
"13549",4
"13550",4
"13551",3
"13552",0
"13553",1
"13554",3
"13555",5
"13556",2
"13557",0
"13558",2
"13559",0
"13560",3
"13561",0
"13562",0
"13563",1
"13564",0
"13565",2
"13566",3
"13567",2
"13568",2
"13569",2
"13570",1
"13571",1
"13572",4
"13573",4
"13574",5
"13575",1
"13576",0
"13577",5
"13578",2
"13579",5
"13580",2
"13581",5
"13582",4
"13583",4
"13584",3
"13585",3
"13586",4
"13587",0
"13588",4
"13589",3
"13590",1
"13591",2
"13592",1
"13593",1
"13594",3
"13595",0
"13596",1
"13597",4
"13598",4
"13599",0
"13600",4
"13601",4
"13602",0
"13603",4
"13604",1
"13605",0
"13606",2
"13607",0
"13608",5
"13609",5
"13610",2
"13611",4
"13612",0
"13613",3
"13614",1
"13615",4
"13616",5
"13617",4
"13618",0
"13619",1
"13620",4
"13621",1
"13622",5
"13623",3
"13624",0
"13625",0
"13626",0
"13627",2
"13628",3
"13629",4
"13630",3
"13631",4
"13632",1
"13633",3
"13634",3
"13635",1
"13636",1
"13637",1
"13638",0
"13639",5
"13640",4
"13641",2
"13642",0
"13643",4
"13644",2
"13645",5
"13646",2
"13647",0
"13648",3
"13649",3
"13650",4
"13651",2
"13652",3
"13653",1
"13654",0
"13655",5
"13656",2
"13657",1
"13658",0
"13659",0
"13660",0
"13661",1
"13662",2
"13663",3
"13664",3
"13665",0
"13666",2
"13667",2
"13668",3
"13669",4
"13670",1
"13671",2
"13672",4
"13673",0
"13674",2
"13675",1
"13676",1
"13677",1
"13678",3
"13679",5
"13680",0
"13681",0
"13682",1
"13683",4
"13684",1
"13685",1
"13686",2
"13687",0
"13688",2
"13689",5
"13690",4
"13691",1
"13692",1
"13693",5
"13694",1
"13695",0
"13696",2
"13697",1
"13698",2
"13699",2
"13700",5
"13701",2
"13702",4
"13703",1
"13704",2
"13705",1
"13706",2
"13707",0
"13708",4
"13709",5
"13710",3
"13711",2
"13712",2
"13713",1
"13714",1
"13715",1
"13716",0
"13717",5
"13718",1
"13719",0
"13720",1
"13721",2
"13722",2
"13723",3
"13724",4
"13725",1
"13726",0
"13727",0
"13728",0
"13729",2
"13730",1
"13731",4
"13732",0
"13733",1
"13734",2
"13735",1
"13736",2
"13737",0
"13738",2
"13739",3
"13740",0
"13741",4
"13742",0
"13743",1
"13744",1
"13745",0
"13746",0
"13747",3
"13748",1
"13749",3
"13750",1
"13751",4
"13752",5
"13753",1
"13754",0
"13755",0
"13756",0
"13757",2
"13758",4
"13759",0
"13760",0
"13761",0
"13762",0
"13763",1
"13764",4
"13765",3
"13766",3
"13767",1
"13768",2
"13769",0
"13770",5
"13771",3
"13772",1
"13773",1
"13774",3
"13775",5
"13776",0
"13777",0
"13778",4
"13779",1
"13780",3
"13781",5
"13782",2
"13783",0
"13784",0
"13785",5
"13786",0
"13787",0
"13788",2
"13789",1
"13790",0
"13791",1
"13792",4
"13793",0
"13794",3
"13795",0
"13796",5
"13797",0
"13798",0
"13799",4
"13800",1
"13801",2
"13802",0
"13803",3
"13804",3
"13805",1
"13806",2
"13807",1
"13808",5
"13809",3
"13810",4
"13811",0
"13812",0
"13813",0
"13814",5
"13815",0
"13816",5
"13817",4
"13818",0
"13819",3
"13820",4
"13821",2
"13822",2
"13823",0
"13824",5
"13825",1
"13826",4
"13827",1
"13828",3
"13829",1
"13830",1
"13831",3
"13832",1
"13833",2
"13834",5
"13835",1
"13836",5
"13837",1
"13838",0
"13839",2
"13840",4
"13841",3
"13842",1
"13843",1
"13844",1
"13845",0
"13846",1
"13847",3
"13848",1
"13849",4
"13850",2
"13851",2
"13852",0
"13853",4
"13854",4
"13855",1
"13856",3
"13857",3
"13858",1
"13859",1
"13860",0
"13861",5
"13862",1
"13863",2
"13864",1
"13865",4
"13866",1
"13867",0
"13868",0
"13869",3
"13870",3
"13871",2
"13872",2
"13873",0
"13874",0
"13875",0
"13876",0
"13877",4
"13878",3
"13879",3
"13880",0
"13881",2
"13882",3
"13883",0
"13884",2
"13885",2
"13886",3
"13887",1
"13888",2
"13889",1
"13890",1
"13891",3
"13892",2
"13893",3
"13894",0
"13895",4
"13896",2
"13897",3
"13898",2
"13899",3
"13900",1
"13901",2
"13902",4
"13903",0
"13904",0
"13905",2
"13906",0
"13907",3
"13908",3
"13909",5
"13910",1
"13911",5
"13912",1
"13913",2
"13914",2
"13915",0
"13916",3
"13917",1
"13918",1
"13919",3
"13920",2
"13921",4
"13922",0
"13923",4
"13924",2
"13925",5
"13926",5
"13927",5
"13928",1
"13929",0
"13930",3
"13931",2
"13932",4
"13933",0
"13934",4
"13935",5
"13936",5
"13937",4
"13938",0
"13939",0
"13940",2
"13941",3
"13942",3
"13943",0
"13944",2
"13945",2
"13946",4
"13947",2
"13948",4
"13949",5
"13950",1
"13951",3
"13952",1
"13953",2
"13954",1
"13955",5
"13956",2
"13957",3
"13958",1
"13959",0
"13960",8
"13961",12
"13962",4
"13963",7
"13964",6
"13965",4
"13966",3
"13967",11
"13968",4
"13969",0
"13970",1
"13971",8
"13972",7
"13973",0
"13974",2
"13975",6
"13976",8
"13977",0
"13978",7
"13979",0
"13980",6
"13981",11
"13982",10
"13983",4
"13984",0
"13985",2
"13986",6
"13987",1
"13988",2
"13989",3
"13990",5
"13991",9
"13992",5
"13993",3
"13994",3
"13995",4
"13996",2
"13997",5
"13998",10
"13999",2
"14000",9
"14001",5
"14002",10
"14003",2
"14004",2
"14005",8
"14006",0
"14007",8
"14008",8
"14009",7
"14010",6
"14011",2
"14012",1
"14013",8
"14014",3
"14015",6
"14016",1
"14017",4
"14018",3
"14019",2
"14020",3
"14021",5
"14022",6
"14023",0
"14024",3
"14025",0
"14026",5
"14027",6
"14028",3
"14029",0
"14030",4
"14031",7
"14032",10
"14033",2
"14034",7
"14035",11
"14036",3
"14037",3
"14038",12
"14039",0
"14040",7
"14041",0
"14042",5
"14043",5
"14044",3
"14045",2
"14046",2
"14047",4
"14048",6
"14049",2
"14050",9
"14051",6
"14052",0
"14053",4
"14054",0
"14055",0
"14056",7
"14057",5
"14058",8
"14059",3
"14060",2
"14061",5
"14062",2
"14063",8
"14064",2
"14065",6
"14066",4
"14067",2
"14068",9
"14069",3
"14070",6
"14071",0
"14072",10
"14073",8
"14074",8
"14075",2
"14076",8
"14077",4
"14078",3
"14079",4
"14080",3
"14081",2
"14082",0
"14083",5
"14084",9
"14085",6
"14086",0
"14087",9
"14088",10
"14089",2
"14090",0
"14091",2
"14092",3
"14093",0
"14094",4
"14095",4
"14096",3
"14097",7
"14098",8
"14099",9
"14100",3
"14101",2
"14102",3
"14103",1
"14104",9
"14105",0
"14106",11
"14107",11
"14108",0
"14109",10
"14110",2
"14111",5
"14112",2
"14113",1
"14114",5
"14115",3
"14116",5
"14117",0
"14118",5
"14119",5
"14120",1
"14121",3
"14122",6
"14123",1
"14124",2
"14125",0
"14126",1
"14127",1
"14128",7
"14129",2
"14130",9
"14131",2
"14132",2
"14133",2
"14134",2
"14135",4
"14136",7
"14137",0
"14138",3
"14139",12
"14140",0
"14141",1
"14142",10
"14143",0
"14144",4
"14145",1
"14146",2
"14147",2
"14148",1
"14149",7
"14150",8
"14151",3
"14152",2
"14153",0
"14154",6
"14155",0
"14156",2
"14157",4
"14158",2
"14159",2
"14160",2
"14161",1
"14162",7
"14163",5
"14164",2
"14165",0
"14166",1
"14167",10
"14168",0
"14169",0
"14170",4
"14171",10
"14172",1
"14173",12
"14174",8
"14175",4
"14176",10
"14177",1
"14178",10
"14179",3
"14180",7
"14181",2
"14182",2
"14183",1
"14184",0
"14185",1
"14186",4
"14187",7
"14188",0
"14189",1
"14190",8
