"","UMAP_1","UMAP_2"
"170276754668278_8",3.38659609788975,-2.00873882478781
"170276773579702_8",2.81843770975193,-1.27794975942679
"170327460919646_8",3.92537297243199,-2.64606792635031
"170327476399525_8",7.15747679704746,0.0222462921708071
"170327488518963_8",3.95464600557408,-6.40537817186423
"170343433398646_8",3.43336905473789,-2.2363441676528
"170343447522612_8",2.91665400499424,-5.31756336397238
"170343447551339_8",4.6541394137772,-1.85039121812888
"170343460162397_8",4.41546763414463,-2.58319432443686
"170343460723933_8",8.02375735277256,0.392218372163101
"170343479065004_8",5.81690396303257,1.81430917077951
"170344372944300_8",3.84840191835484,-6.59924394792624
"170344372946779_8",4.28062809938511,-6.10584480470724
"170344387112219_8",3.41933478349766,-0.595450827542022
"170344387861236_8",3.58853615755161,0.190307623085305
"170344399690091_8",6.72283686632237,-0.169468292656616
"170344400509355_8",5.4272631549271,2.60406916433267
"170660052780837_8",7.50370348924717,0.0240728467076266
"170660052781341_8",7.61852778429112,-1.22083408540793
"170660052822245_8",4.66742886537632,2.2014695911973
"170660052978462_8",-8.95323334699551,0.994151523646637
"170660053237027_8",4.72422207826695,3.54839818769388
"170660053274020_8",6.9515346431168,1.57463686757974
"170660098595702_8",3.43882597917637,-4.86173326677389
"170660098926437_8",5.5635460757645,-0.845474550190643
"170745966811932_8",8.12732829088291,-1.07787258333273
"170745966835556_8",3.85541380876621,-1.28118104642935
"170745979160427_8",5.06881321901402,-1.45511407560416
"170745998038957_8",5.95801152223667,-1.20843286222525
"170745998764389_8",7.27080906862339,-1.27586478895254
"170798565154085_8",4.64528788560948,1.15010987811975
"170798565256428_8",1.04504217142185,1.05558090501718
"170798565968110_8",4.43444289201817,-5.08420831865378
"170798579869422_8",4.53722704881748,0.12263043814592
"170798580676326_8",9.00058020586094,-1.76196319765158
"170798592739692_8",3.49640144342503,-6.49401266283102
"170798611643254_8",3.66785229677281,0.352445504006668
"170798611840419_8",5.19111432069859,-1.51329881853171
"170877888345901_8",0.306506648007242,1.93923883729868
"170877915642652_8",4.84437979692539,-0.455536612930969
"170877915883828_8",2.54142679208836,2.95407073789529
"170877933964646_8",8.63145674699864,-0.724879214230255
"191080743000412_8",-0.465476317168752,0.74464758330278
"191080743000885_8",3.01088561052403,-0.913059064808563
"191080743689517_8",7.91107501024326,-1.80275423235007
"191080743782115_8",0.729580297413675,-2.63355285829611
"191080757615342_8",3.28133167261204,-0.656370112362579
"191080789104547_8",0.147043242398111,1.59846906953745
"191080789665629_8",3.43788804048618,-6.29082948869772
"191080789855158_8",4.21474541658482,-1.51929468816824
"191096714873579_8",8.80595911974033,-1.66791493600912
"191096715438308_8",6.6745513820084,-0.508575627270416
"191096715691747_8",1.9311546229752,-2.18837005800314
"191096729843556_8",3.56125582689366,-6.81409532732077
"191096742111588_8",4.51626481050572,0.0632727652161563
"191096742172574_8",8.59215296739658,1.72820108228616
"191096742370075_8",-10.8242136097519,-5.1038888186843
"191096742962923_8",2.27753271097263,-2.27883178896017
"191210531765683_8",9.17254389757237,-0.966452667179779
"191210532223262_8",4.15135992998203,0.879047593411728
"191210532261284_8",6.06940163606724,-0.143005678120331
"191210532321590_8",9.04830111497959,-0.607501813832001
"191210546214772_8",2.90804542535862,-0.298772701683716
"191210546219237_8",6.49130429262241,0.21027042561464
"191210546227123_8",3.91433180803379,-0.291235455933288
"191210558774068_8",4.0064720057877,-6.4880645961196
"191210559530862_8",4.63707627290806,0.258842921194359
"191210578204980_8",2.89875616067967,-0.717961379948334
"191215632509238_8",6.36377133363804,1.18322842412881
"191215659305885_8",7.44610394472202,-1.12745995229788
"191215678672107_8",4.70133484834751,-1.46233267492361
"191215678736821_8",6.27415408128819,1.24907230430536
"191226638453981_8",5.47541083330235,-1.51066834634848
"191226664860587_8",3.06005586618504,-0.767783948841766
"191226683808566_8",-6.00865231519619,4.82980888181619
"191226684520364_8",2.97526325220188,-0.857247540417389
"191553860712173_8",3.83260764116367,-1.06890470689841
"191553861184741_8",-0.330489367899092,1.57828991704874
"191553861273308_8",0.357179894390909,-3.13843161768027
"191553875392813_8",4.62961997026524,-2.80552441782065
"191553875430188_8",2.92310465807041,-6.19066316789694
"191553875855780_8",5.55491961473545,0.603901719984337
"191553887914862_8",3.49161232942661,-0.892548391285614
"191553888434083_8",3.91593874925694,-2.24806887811728
"191553906527156_8",6.53980530733189,2.67495649152689
"191576409040622_8",7.79686106676182,0.137045016822144
"191576409041717_8",5.38496388429722,0.465247771081253
"191576409066779_8",8.51018465990147,-0.260596105519012
"191576424266086_8",3.94042386049351,-2.92033941454001
"191576436586342_8",5.51676310533604,-1.37311167425223
"191576436783403_8",-1.70837806230465,6.11697690778665
"191576455112422_8",2.89099110597691,0.495469397243782
"191576455698149_8",8.16825236314854,0.87812422805719
"191576455924533_8",3.15702713960728,-1.89157230562277
"191645396920227_8",8.40751685136875,-0.74449677175589
"191645397674267_8",6.17573870653233,-0.302814313832
"191645397763804_8",4.52466286653599,-2.08314568704672
"191645397763811_8",1.77145685190281,-1.73029596513815
"191645411822437_8",6.20978726381382,-0.806113192501739
"191645411895579_8",8.8057187938126,-1.39896185106345
"191645424146142_8",8.32750166887364,0.23626304262571
"191645424175910_8",9.04178942674717,-2.26565940088339
"191645443020660_8",2.16243542665562,-2.4121516436965
"191647275965748_8",8.65690268510899,-0.549990305367187
"191647276452699_8",6.96899737352451,1.26259475046091
"191647276811996_8",1.98439706796726,-2.30451423830099
"191647290648302_8",8.42029894823155,-2.09591252512045
"191647303556334_8",4.45196999544224,-6.37758571809836
"191647303821037_8",8.42335642808994,-2.12135345644064
"191647303977909_8",5.15796841615757,0.812476327952667
"191647322396382_8",2.61390341753086,-3.34680587953635
"191647322859358_8",6.0196007632645,1.77005284124307
"191647322888414_8",-0.279788166937026,1.53256397539072
"191647322925860_8",5.8298829936417,-1.05841345495291
"191691433563934_8",4.47279061311802,-2.73428590005942
"191691433885107_8",1.56269325250706,-1.82337100214072
"191691434149740_8",4.17213095659336,-1.54918546384879
"191691434343348_8",4.97562541002354,1.30028950267725
"191691434388190_8",5.10346259111485,-1.71222026056357
"191691448600877_8",1.83991350168308,-1.9429772586257
"191691448601958_8",4.56644906038365,-5.53599197572775
"191691449060715_8",2.9806078814896,-2.33398825830527
"191691460889947_8",0.984238281193582,1.03967927986078
"191691461151470_8",-0.0445037639705262,-3.05970151132651
"191691461705123_8",-0.00942193036952826,-1.17018217748709
"191691479969062_8",8.84568060869297,-1.70395810312338
"191691480517867_8",8.66532267564854,-1.20861656374045
"191691480545134_8",7.92111243242344,-0.109886774483398
"191708882646957_8",4.12233962053379,-5.61654026216574
"191708882650971_8",-0.174072907027396,-1.65857011980124
"191708882687773_8",2.40093101495823,-0.49156046814032
"191708882749788_8",0.744804038945047,-3.02686745828696
"191708909222694_8",7.78872717851719,-1.60700471109457
"191708909714859_8",4.61074484819492,-5.0094588488967
"191708928072486_8",3.48946155542454,-2.62464959329672
"191708928555883_8",-6.66573487287441,0.345858244535252
"191756797852598_8",4.20477046007237,-2.39527375406332
"191756798184284_8",4.60676897996983,2.28805761629037
"191756812339557_8",4.00276888841709,-6.54653818315573
"191756812536739_8",3.66566742891392,-0.23476559824057
"191756825450404_8",7.52049197191319,-1.32508046335287
"191756843800483_8",-7.85760222440639,0.142557403382584
"191756843804459_8",4.05299080843052,-5.35622722810812
"191756844031267_8",1.64411844247898,0.163231483039185
"191756844555051_8",4.23121584886631,-5.54223234361716
"191760436452148_8",8.23319281572422,-1.87152583307333
"191760436488475_8",3.4674459838303,-1.21316654390402
"191760449333172_8",3.89175356859287,-2.43584186739035
"191760467618612_8",1.99262536996922,-2.85474164194174
"191760467671390_8",1.29239810937962,-3.57330496019431
"191760467672419_8",0.0481144928368011,-1.64912254518576
"191760467679139_8",-1.03150539165417,0.391244357761666
"191760467712430_8",-1.22210680013576,0.452381382074877
"191760468425451_8",5.99626387590489,2.27322774225168
"191760468491628_8",3.58569945329746,-0.307255575123504
"191774112304371_8",0.355756058636514,8.32349984937601
"191774126434606_8",2.37546481126866,-0.6530979365737
"191774126456102_8",5.89005745882115,-0.00493122047491429
"191774126885171_8",3.97023858064732,-1.55786747640677
"191774139312940_8",3.62433136934361,-0.504182288113312
"191774158711021_8",1.214249386731,-3.86460859483786
"192101737223965_8",3.82723750108799,-6.36902744478293
"192101737413558_8",-5.78524647718349,5.02590244108133
"192101737522915_8",4.55557002061924,-6.16299278444357
"192101752200500_8",3.75473393434605,-1.08601624673911
"192101752395484_8",-6.90954028135219,-5.46793825334616
"192101752397147_8",8.44650877946934,-0.657879421177582
"192101752687396_8",4.80562008852085,-2.98966009325095
"192101764716398_8",3.37413801187596,-0.301910647812561
"192101783365918_8",2.73085083002171,-1.64009148782797
"192101784115621_8",4.21570242876133,0.175665175852104
"192121064798645_8",3.69079483980259,-5.47719080156393
"192121064843683_8",1.1676458262833,-3.75256902879782
"192121079479005_8",9.13111914629063,-1.61151272958823
"192121080073629_8",5.50871838563999,2.65668480688028
"192121091770742_8",7.7052549266251,-0.375333377781585
"192121092622757_8",8.83897723192295,0.153625449475571
"192121110707446_8",6.22351731294712,2.34361570173196
"192121111464757_8",3.78857029909214,-2.03372032350607
"192121111497515_8",4.15152157777866,-2.7604456633956
"192121111500588_8",8.4533656978043,-0.465766617718414
"192121111526747_8",3.60417546266636,-5.13562662309714
"192180120931571_8",6.11715973848423,-0.0175814122588193
"192180135343972_8",7.68801249498448,0.619715577301308
"192180147580214_8",7.54686297411045,-1.91476280397482
"192180147903773_8",5.62901677126011,1.54869847589426
"192180166441883_8",9.00255335802158,-1.86130554384299
"192255417240358_8",3.25311531061253,-1.86981589502402
"192255444052894_8",3.68573082918247,-1.95407349771567
"192255444306220_8",5.79726447099766,2.10120921426706
"192255462653342_8",4.01482810014805,-5.15530044740744
"192255463114533_8",7.52207697862705,-1.52738566106863
"192255463143709_8",-1.13824372058788,0.439697755810543
"192255463156075_8",8.57505167955479,-0.653211543026642
"192255463217076_8",4.66178788179478,-2.38074285692282
"192255463221604_8",7.74240054124912,-1.23100001520224
"192306956397796_8",8.88088168138584,-1.69302231973715
"192306956426603_8",3.25429715150913,-1.18620700544424
"192307002267548_8",4.37117804521641,-0.405113527241424
"192307003086573_8",3.80424536699375,0.715861490306183
"192315305089318_8",3.31062377924046,-5.38397295183249
"192315305343789_8",8.82450713152012,1.08003537946634
"192315305445804_8",7.98111380571446,-0.96835500902243
"192315305708259_8",4.39917935365757,-6.42844803041525
"192315323996446_8",3.73456038469395,-0.339871475163177
"192317694265179_8",0.670606985035745,-4.16505558198996
"192317708257646_8",3.7801855945023,-6.23314459032126
"192317708488036_8",7.93335570329746,2.03823130422525
"192317739945269_8",3.41209258073887,-4.94899875825949
"192317740441012_8",1.42124487394413,-1.14963872140952
"192325880854371_8",3.79945744508824,-2.1868360728652
"192325881317235_8",-4.78104983335415,5.06838958555154
"192325881546587_8",2.64343322748264,-2.5994246692092
"192325881640797_8",0.210104062500803,-3.10525233453818
"192325896059123_8",1.77338351244053,0.241444474396035
"192653640788790_8",3.83872021669468,-0.831431815090851
"192653655403371_8",8.85928954118809,-1.55426151460715
"192653656013035_8",5.36296214098057,-0.40298236316748
"192653687208819_8",3.90498436922154,-5.80943424409933
"192653687220660_8",3.33866871828159,-2.57732469743796
"192678068935988_8",4.96839465135655,0.0525007753937686
"192678082800350_8",5.1888860606583,0.585423609551712
"192678095448372_8",6.809921636525,2.76100390249185
"192678095640933_8",5.62531794542393,2.57772414976053
"192678095707374_8",2.25952018732151,-2.37231642908163
"192678095899507_8",4.52221001619419,-5.08022100633688
"192678114806005_8",5.22461070055088,-2.62944180673666
"192678115068206_8",4.44843520158848,-5.69790250963278
"192718870865717_8",4.98004902834019,2.97715180211954
"192718871148381_8",1.16777910226902,-3.13678438371725
"192718884989749_8",4.59630574220738,-1.37496120637961
"192718897863398_8",5.38779629701695,2.63876741224222
"192718898346933_8",7.43625010484776,0.124061605271622
"192718898359717_8",3.87735785478672,-0.751944491329864
"192729608046389_8",8.4347003840836,-1.44258923238821
"192729608472411_8",4.41015519136509,-1.66777093118735
"192729622895451_8",4.59339274400791,-4.63078577226706
"192729635247915_8",1.41704513067326,-0.376599261227325
"192729635310389_8",8.06376875871739,-1.63984734720297
"192729654094628_8",-4.94134293561855,5.16700094037943
"192729654712603_8",5.07621039384922,-1.51022488779135
"192745848027501_8",3.78971137041172,-1.34986443227835
"192745848662244_8",3.75883997911534,-0.261900135937408
"192745863011164_8",8.8603309535416,-0.544781515064911
"192745863596773_8",-5.56413041120449,4.80889909559183
"192745876113763_8",2.097355022374,0.31553186320953
"192745894951340_8",4.31574524873814,-1.07497651285239
"192747056027998_8",4.85235013002476,1.56485479169778
"192747071256307_8",8.41373003954014,-0.133707174721435
"192747083316443_8",-5.86463891035,4.98313491636209
"192747083324212_8",7.58078516954502,-1.01649732297964
"192747083615662_8",5.03537882799229,3.25035994344644
"192747084045603_8",8.87466658586582,-0.0309240908057248
"192747102432486_8",8.50780714983067,-1.1634591311843
"192788813011174_8",4.04385794633946,-6.1873791903884
"192788813270243_8",4.41778172487339,-0.438801059189514
"192788825266533_8",1.72513975137791,-1.07524985975333
"192788825852316_8",6.1514743709,0.732769569691941
"192788844395884_8",-0.0551773167220673,-3.28138262933798
"192806917098908_8",3.82451476091465,-0.28457553094931
"192806917139243_8",5.73730792039951,2.4852122574418
"192806917462251_8",7.66574515337071,0.109947493609711
"192806917724405_8",-6.08467398649135,5.56446187787943
"192806944726326_8",3.68338192934117,-1.19695813364096
"192806945155318_8",8.99951304430088,-0.969412037792877
"192806945184564_8",8.38480223650059,-1.32399363226004
"192806963304355_8",8.66212119096836,-1.22281272119589
"192806963329452_8",8.62208498949131,-2.01350838846274
"192806963342622_8",-10.3800474262802,-3.43096596902914
"192859664739740_8",0.299885406437723,-1.42244691556998
"192859665254684_8",1.3337721967133,0.673526486691757
"192859665447734_8",2.27391613954624,-1.27424354261465
"192859665491892_8",7.8182338618668,-1.79583294099875
"192859679386540_8",-1.45454071527401,0.497789150413796
"192859680192437_8",5.03278960222324,-5.07340175813742
"192859711064492_8",3.36380614275059,-5.75609190172263
"192859711421868_8",6.99840773576817,0.393468464103266
"195426041837995_8",2.94801200861057,-0.800217816296295
"195426041846118_8",5.72151602739414,2.02211337381296
"195426056562924_8",-1.25326536661068,0.653784042534157
"195426056592093_8",4.43138302797398,-3.00552112764426
"195426056793507_8",-0.650213406142386,-3.15397698587485
"195426057080046_8",3.9347995662125,-5.47985822862692
"195426088864476_8",3.85914696687779,-6.35481197542258
"195546181397278_8",8.57698954576573,-1.55230886644431
"195546181679469_8",7.05500449174961,0.867036214408203
"195546182011180_8",-10.1278358555404,-5.45366174882956
"195546194557349_8",4.22514904970249,-5.18540794557638
"195546194786542_8",3.57497776979527,-0.718007037106231
"195546213403558_8",0.160330905857889,-3.46165687746115
"195547374766389_8",6.8391512774857,-0.0558393985659635
"195547374935286_8",0.159386172238199,1.34295027547769
"195547375001012_8",3.96738423341831,-1.46288652128287
"195547389414643_8",7.74995936388096,-1.00057751840659
"195547389647708_8",5.1864389323624,-0.812685319843963
"195547421338350_8",8.95661200517735,-0.213940867844299
"195562272839475_8",3.12051547998509,-0.165447124901489
"195562273193180_8",8.6883977794083,-2.02568204111166
"195562300132069_8",7.65773905748448,-0.559027800026611
"195562319310051_8",6.52887763017735,2.87337630086832
"195562319526173_8",7.4153322123917,0.999482980307862
"195562319830363_8",7.87210310930332,2.23177771860056
"195606458584302_8",2.90748347276768,-5.16478187746115
"195606476646299_8",2.41002215379795,1.28141557269983
"195606476672286_8",8.47592486375889,-1.81150633997031
"195606476701108_8",1.72606362337193,-2.59969527429648
"195606477395804_8",8.73702372545323,-0.982621738377289
"195615825743211_8",6.2410477542313,0.234378611978813
"195615840660899_8",-0.357251905557307,-2.86324984735556
"195615840750950_8",-10.950145349559,-6.05218631929465
"195615841275230_8",8.45656432146153,-0.632336208286957
"195622403262179_8",0.0398168110283294,-3.1947718352706
"195622403262812_8",2.29014791483006,-5.03448612398215
"195622417124636_8",5.37488306993565,-1.6370108813674
"195622417623260_8",8.1492885493668,-0.372618028584198
"195622417844958_8",-5.85806857114712,5.46448533826761
"195622430194419_8",3.93916930193028,-6.60033590501852
"195622448516020_8",-1.36721323495785,0.884698381957337
"195622449047909_8",3.89596833223423,-6.13731271928854
"195623341902259_8",-6.31052790647426,5.72448556714945
"195623341944108_8",0.729343190136758,-2.75660235590048
"195623342259613_8",2.968439712468,-5.44476778215475
"195623342749534_8",-6.28342734342495,6.44238250547342
"195623357369774_8",-6.1537366962997,5.80623309904031
"195625758350134_8",2.67088498109898,-2.41266448206015
"195625758702811_8",6.28135193819126,1.61184947782449
"195625773029092_8",8.19026888841709,-0.798679301205353
"195625773124340_8",3.34333170885166,-2.24276954835959
"195625773292980_8",7.95491923326573,-0.209486016693786
"195625773387165_8",4.68670119279942,-5.88700039094992
"195625773393699_8",8.43461646074375,2.0979208260148
"195625785354100_8",4.86712826723179,3.58091705137186
"195625804819236_8",7.38117064470371,-2.24270422166891
"195958617851701_8",4.0072397136124,-1.12901515668936
"195958618053364_8",8.04678095811924,-0.79832715696402
"195958618109868_8",4.11011160844883,-2.00087387270041
"195958618340787_8",-7.98789940839687,-5.17159683412619
"195958632470876_8",4.51452483171543,-1.08980543321677
"195958645307766_8",6.59255064958653,1.86196368032388
"195958645316829_8",9.03961314195713,-0.402286002102569
"195958645570349_8",3.22088040346226,-6.73671371645041
"195958645864861_8",-9.63707219129482,-3.47272712892599
"195958664026974_8",7.96218527788242,0.46709077277474
"195958664247077_8",1.27066971296391,-1.54858250326224
"195958664542947_8",7.00631417268833,-1.41385168737479
"195967073569068_8",4.95229758256992,-0.381379076901153
"195967073799533_8",3.08645810121617,-0.514568576279358
"195967074125678_8",7.56071890825352,-0.737817713680939
"195967088187180_8",5.36623467439732,-0.879009553852752
"195967089007005_8",4.64828528398594,-5.83555204576559
"195967100803380_8",3.39276541704258,-0.287607917252258
"195967120205742_8",7.94495619768223,-0.874203273716644
"196019687471900_8",4.19837798112949,-2.29791624254294
"196019687475507_8",1.66161002153477,0.927045991954132
"196019701794667_8",3.76813735002598,0.246869048413559
"196019714899237_8",7.92965449327549,-1.99553353494711
"196019714939243_8",0.353992893639413,-0.427246460381225
"196019733784414_8",-1.19241033559719,0.635658851203247
"196019733874611_8",4.22404278749546,-0.262412855091766
"196043577612062_8",6.89046133989414,1.63037281328134
"196043578489651_8",0.421186520996896,-2.82963926500388
"196043578493276_8",0.991117491665689,-3.60384494966574
"196043592288684_8",3.40049566263279,-5.25438053316183
"196043592619820_8",3.17763079637608,-1.98988086885519
"196043592874229_8",-6.17109309202114,5.42809980207376
"196043593074996_8",6.70861805910191,-2.22214085763998
"196043593181494_8",4.36871232027134,-6.14858658021994
"196043623742363_8",5.92768563264927,2.29077904516153
"196043623808355_8",4.7048453235062,2.63432877355508
"196043623845219_8",8.61342371934971,1.02474748187952
"196113236614571_8",4.3517507457169,-5.58862383073874
"196113251560867_8",8.23808707231602,-2.05224139398642
"196113251841965_8",5.31695593828282,-0.673635074558929
"196113251845996_8",5.5783542537125,-0.764415928784088
"196113264731891_8",0.51174040073475,1.50850122266702
"196113282743195_8",3.10717405313572,-5.66469270891257
"196113283337651_8",7.17824210161289,1.67274110608987
"196163836988212_8",5.20795287126621,-1.12005276388235
"196163863984030_8",3.63505591386875,-0.754244634571747
"196163864316837_8",3.4544745826157,-2.63830144113608
"196163864575198_8",7.91295660966953,-1.17287285036154
"196163883130147_8",-5.48273383146206,4.85666387372904
"196163883416926_8",4.23921860689243,-1.22774488634177
"196174306043619_8",2.06335343355259,-1.30692918008871
"196174306494877_8",8.63493288988194,-1.71019966310568
"196174320913646_8",6.62206973070225,0.225133991178795
"196174320983283_8",8.12033404344639,-0.149600634041504
"196174332971749_8",4.72389782899937,2.26283519559793
"196174352103286_8",-9.81523190503994,-4.93381864732809
"196174352607598_8",3.75131834978184,-6.94204122728415
"196180795086766_8",5.49810351366123,1.42546313100748
"196180795087269_8",2.88764204019627,-1.58707744783469
"196527701838172_8",-1.30468724733272,-2.72090227312155
"196527728744732_8",5.46882761949619,-1.55428404516287
"196527729098147_8",1.37440289491734,-3.29431039995261
"196527747193654_8",1.40309704774937,-0.677559086743072
"196527747198238_8",3.30650867456516,-1.67882687753744
"196638162443163_8",3.70716847414097,-6.31336672014304
"196638162774388_8",8.63009966844639,-1.86911804384299
"196638190253916_8",4.16774071687779,-6.60611660188742
"196638208584429_8",8.13907851213535,-1.0854869574935
"196638208899804_8",4.52573431963047,-5.60581237978049
"196715471595427_8",7.6943210505875,-1.2375511617095
"196715472083701_8",4.5748199366959,-5.71924192613669
"196715472411956_8",8.07577551836094,-0.710588881436065
"196715486308654_8",-0.231134370621832,8.31337707334451
"196715486502309_8",5.59010638231358,2.82741277509622
"196715487120227_8",-5.91201458936611,4.40191142850809
"196715499670766_8",-0.213174567279013,1.36358897977762
"196715499706651_8",6.85582102769932,1.64356308275156
"196715517688731_8",6.31776799196324,1.86871676736765
"197058263988446_8",4.3874625110062,-1.60197860902853
"197058264165677_8",8.43132533067783,1.9766308575242
"197058264516323_8",2.10820306772312,-2.90181691354819
"197058278898411_8",4.3786643886002,0.10268380337648
"197058290936627_8",5.48654068941197,1.11377101236276
"197058291784107_8",4.44000090593418,-1.53220314687796
"197058310126510_8",4.81436480516514,-0.926898667278961
"197058310592923_8",4.87085808748325,3.27429883771829
"197058310655325_8",3.11068905824742,-0.547195980015472
"197058310659301_8",7.61500777238926,0.142552694615647
"197060157683998_8",8.42811907762608,-1.94178731149741
"197060157720358_8",4.60163725847324,-5.58766777223654
"197060158213468_8",5.1142600917252,-0.0445687860877073
"197060169973045_8",4.40272225374302,-1.78459675020285
"197060188854053_8",-5.9670010662643,0.390272153851315
"197060188923630_8",5.11866988176426,1.00509100252084
"197068867455283_8",7.71829260820469,0.119454076823517
"197068881549547_8",7.28637064928135,0.138587137994095
"197068881873718_8",1.5312191390427,0.582780069050118
"197068894419747_8",2.79077209467014,3.24228995138101
"197068894919907_8",6.99090374940952,1.30318378501825
"197068913293150_8",4.53915204042515,0.771209886607453
"197068913493917_8",6.46883191103062,1.70650952154092
"197068913563869_8",3.42910255426487,-0.821117588940338
"197135439416156_8",3.87203587526402,-6.14579708284445
"197135439652717_8",3.81119431490025,-0.659501501980499
"197135453777315_8",0.798830642643777,-4.0985325068862
"197135453834460_8",7.99127806657871,-0.962722727719024
"197135454062444_8",4.13952816957554,0.740768125590607
"197135454354725_8",3.5758603953751,-6.6744864673049
"197135466130731_8",8.11080588335117,0.11506607228212
"197135466621214_8",-0.193750784453543,0.688439300593659
"197135466712284_8",4.13791073793491,-1.95993263429709
"197135466908062_8",-5.34309493070522,5.04474799924783
"197135466977630_8",7.8856166743668,-2.17390448755331
"197135485036851_8",4.02854527467808,1.29190235429697
"197145236753771_8",1.86140145296177,0.383622644779011
"197145236990878_8",7.31660450929722,0.691477706965729
"197145237024038_8",2.97187961572727,-1.6799259871871
"197145237042925_8",8.77507628435215,-0.485540756645874
"197145237317877_8",3.72365511888584,-0.836925694409088
"197145251429172_8",3.00948013300022,-0.503349253597931
"197145251691229_8",8.97617663377842,-0.914180585804657
"197145251953508_8",3.11012376779637,-0.390195795956329
"197145264802165_8",3.80986155504307,-0.304190465870575
"197145283446700_8",8.44008769029698,-1.86587865060873
"197145283680478_8",4.65031422609409,0.88682641678743
"197185785216244_8",7.02964915269932,0.422393830570131
"197185785489139_8",8.77353133195957,-1.52187699979849
"197185785740534_8",2.98553623193821,3.32208793455057
"197185786047268_8",3.78047789568028,-1.49792630380698
"197185798519581_8",8.39727343553623,1.60926680856638
"197185817206044_8",1.08885885709843,-1.74522287553854
"197185817230044_8",5.1954835795792,-2.19732172197409
"197185817463644_8",4.54572428697666,-0.159111687603668
"197185817496997_8",5.22575892442783,1.77660374933176
"197188186429790_8",0.397799625340311,0.802400848206803
"197188187015542_8",6.64943160051426,-0.685553976956085
"197188201429867_8",7.56819285387119,-1.5673052758605
"197188213754742_8",4.81131829256138,-2.47073561853476
"197188214188318_8",-0.330506250914725,0.650724729832932
"197188233149868_8",3.22623981470188,-1.62834865755148
"197206052293364_8",7.53086651796421,-0.964965650501922
"197206052366619_8",7.15079392427525,0.0362894743054354
"197206064875757_8",2.92759264940342,-1.41636509603567
"197206064982941_8",3.79405106538853,-0.528777787152008
"197213553645804_8",-3.81240163808742,0.208236163791939
"197213553871709_8",0.234155192318765,-0.34410990184851
"197213553879459_8",-6.32130585676113,5.87041108900003
"197213553907947_8",4.63611020082554,-5.97486908144064
"197213568495022_8",4.73837985033115,1.9748055248826
"197213599983475_8",0.808530702534525,0.260425439414307
"197213600017779_8",7.27612627977451,-1.0992649287612
"197213600214238_8",8.87507475847324,0.285609415110871
"197213600270763_8",4.88670290941319,0.660408130225464
"197213600504219_8",5.6317891024979,2.82918947034769
"197256771984677_8",8.01083220476231,0.0673440902798617
"197256786929398_8",2.05712117189488,2.95797245794229
"197256818604908_8",0.747269406262247,-4.06502039140768
"197256818637101_8",1.98230232233128,-0.495874056282715
"197264019447092_8",5.27714432710728,-0.410470971527771
"197264019451118_8",3.37784708971104,-5.39995557970114
"197264019967211_8",3.61255396837315,-6.71766216463156
"197264020008291_8",4.66326750749668,0.360591182795092
"197264034359725_8",4.50306691164097,-0.610529610577301
"197264034884851_8",-0.00997103815952155,1.39053182893686
"197264047029621_8",1.89222992891392,-5.00196821397848
"197264047037678_8",0.268135800305215,-3.92008955186911
"197264047532779_8",5.3117755793961,-0.196879693928436
"197264047565620_8",7.91375292772373,-0.233113953533844
"199865964845365_8",6.31248225206455,2.99531643682413
"199865964882851_8",3.64230383867344,-6.51387197679587
"199865979063670_8",-1.33252428537289,0.218007674750611
"199865991845622_8",4.42777909273228,-0.741683909359649
"199865992066909_8",5.20709885591587,-2.25838262743063
"199865992075995_8",5.87029541963657,0.0584019630520785
"199865992432355_8",4.71265353197178,-6.20888883775778
"199866011281653_8",3.06926335329136,-5.51923877901144
"199934577138406_8",8.52990473741612,-0.891881653729156
"199934577142557_8",8.64213980669102,-1.09382779306479
"199934577601843_8",3.89426363939366,-6.61529142564841
"199934596303579_8",3.33025516504368,-5.30334360307761
"199944348024036_8",6.04791678423008,0.11121287041597
"199944362448694_8",7.60816802019199,1.5324637203782
"199944375589164_8",3.14143671030125,-5.26716692155905
"199944393582499_8",2.12613810533604,0.291975474294945
"199944394434805_8",7.76047553056797,-1.33904583162375
"199962332614062_8",3.8903716945084,-1.59255416101523
"199962333440734_8",6.26471175188145,2.22019963556223
"199962347890923_8",7.44288004869541,1.59342031770639
"199962359880622_8",-10.7405620670883,-3.7971261233718
"199962359977886_8",2.32976807588658,3.97964685254984
"199962360760243_8",3.238543643895,-1.22243435091086
"199962379369830_8",5.08396662706455,0.376276662883087
"199962379635483_8",4.42124546999058,1.19828419977121
"200348208876966_8",4.69602908128819,-4.44314462846823
"200348209203054_8",3.63898457521519,-6.25548059648581
"200348209211237_8",4.85932959550938,-0.328663179341034
"200348223298988_8",8.34214915269932,-1.24468679136343
"200348223326429_8",3.92065133089146,-2.47253710931845
"200348224047524_8",8.32448042863926,2.12436180406503
"200348235844509_8",8.19479788774571,-1.56144494718619
"200348235885413_8",3.56507529253086,-1.80237180894919
"200348236106588_8",-0.401832432207259,0.990264108714386
"200348236667182_8",8.98346079820713,-2.14045936769553
"200348236732325_8",2.69544114107212,-2.78196675485678
"200348255611117_8",0.637478961888162,-3.44513303941794
"200363912420060_8",8.99422396654209,-0.789062687817291
"200363912882029_8",4.21608485216221,1.54214446836404
"200363912935261_8",0.0497698330315032,-2.34702284044333
"200363926776748_8",7.01097954744419,0.92448972755365
