"","UMAP_1","UMAP_2"
"130761029434780_1",-2.45586119657436,-0.889605590763763
"130761029760886_1",-6.57398711210171,-5.45792705720969
"131089728718646_1",-2.14721654420772,6.43596761518411
"131089728957363_1",1.65838302606663,7.37296264463358
"131089728977707_1",-1.74155460363308,-0.844549486103729
"131089741278044_1",-7.21712170606533,-0.522233018341736
"131089759590260_1",-0.192806438264044,1.30385272794656
"131097915476315_1",-2.41769717698971,4.29637162977152
"131097928035173_1",-2.9008778191177,7.42803876691751
"131097928251766_1",-6.31890116697231,-5.96426613039084
"131097947192550_1",-1.71479176050106,8.16618793302469
"131175210923828_1",1.33824230665287,8.74292819791727
"131175237932918_1",-1.21670113569179,1.02336417728357
"131175238028508_1",-2.03055463796535,-0.217118629875854
"131175238191860_1",-6.26215563779751,6.51213758283548
"131175256643827_1",-1.5417686558334,7.58304899030618
"131175257134942_1",-2.73425208097378,8.06052415662698
"131217369516453_1",-1.69885562425533,6.94423215681009
"131217382063414_1",-1.9274902201263,6.78134887510233
"131217382631155_1",-0.878283844050558,8.68571346097879
"131217400712108_1",-2.88550530439297,8.30676858716898
"131217401239325_1",-6.43894396787563,-6.11111290163107
"131234265976171_1",-2.27555774217525,1.85934322172098
"131234266474355_1",-1.3947731113998,7.3372904568284
"131234293992171_1",-3.61442910200039,1.7255721598237
"131234312186796_1",-3.03606115346828,8.83688609891824
"131242051090221_1",2.22303761476597,4.16351192289285
"131242065811244_1",-6.52448426252285,5.48054044538431
"131242077932262_1",-1.09134130245128,-1.32584066099234
"131242077932462_1",-2.12631259923855,7.16643159681253
"131242078365539_1",-3.00228987699428,8.24304836088113
"131242078657763_1",-5.52436982160488,4.82779615217142
"131293456321398_1",-3.15519772535244,-3.8302047938735
"131293456328619_1",-2.11608277326504,8.22366493040018
"131293470932214_1",1.19428445333561,0.80699255162172
"131293483265323_1",-1.82904623514095,7.81355731779031
"131293483292381_1",5.30438698762974,1.80629306131296
"131293502429606_1",-6.22183285718838,5.7977396755784
"131293502691045_1",-5.73351441389004,-6.05408508485861
"131309562095470_1",-3.45189105039516,8.43016021543436
"131309562882979_1",-0.779041752871664,0.44645357908003
"131309562935155_1",-5.78696928983608,-5.8244960994155
"131309562936606_1",2.84346522325596,2.07917671495371
"131309577103643_1",-2.03038547998348,8.58341567808084
"131309608488307_1",-1.68472217088619,8.56076400571756
"131309608553205_1",-6.26276694303432,5.55696027570657
"131310501706092_1",1.37331487173161,7.20241468244486
"131310502393758_1",-1.95934163099209,8.30412357145242
"131310516623158_1",0.156537427845804,-0.929413744869903
"131310529694636_1",5.01611651414951,-0.833176443043426
"131310548630365_1",-1.26348452335277,7.8829185276597
"133829902592812_1",-2.75100265508571,2.48317663961343
"133829929851302_1",1.63217057222447,8.47304599576883
"133829930470822_1",-3.85174332624355,7.81629054838113
"133854464429486_1",3.62248171800694,-0.401978859368042
"133854464690093_1",-1.35264073377529,-2.41855461305685
"133854464765156_1",-4.9941612339584,-4.74896890825339
"133854479109556_1",-1.27954958444515,-0.356988975468353
"133854479994206_1",3.03669966692051,2.50177018934183
"133854479996843_1",-7.93501196866909,-4.96616918748923
"133854491983158_1",-2.40999279981533,7.13612048917703
"133854492288948_1",-5.45776186948696,-5.29308778947897
"133854492309878_1",-6.38869296079555,-5.32393724626608
"133854492506357_1",-3.88519369131008,1.60295682245187
"133854492514588_1",2.62572278017124,2.13194709115915
"133895267137310_1",-7.4526344395248,1.18554752164774
"133895312850291_1",-2.20960901742855,1.47691958242349
"133974589357483_1",-2.14815662866512,2.00318937593393
"133974589828443_1",-2.6573361015884,8.16033618741922
"133974603979100_1",-2.47188650136867,6.6928116589158
"133974616816053_1",3.84235943788609,-5.24917108720846
"133974616825053_1",7.21236838335117,0.265080070432946
"133974616857444_1",1.84014429086765,3.406822612819
"133974617344747_1",-1.2394500232307,7.33310334974222
"133982133544668_1",-6.72626648908535,7.13391702466898
"133982151691628_1",-7.37101088529507,-6.03582126802512
"134033672420571_1",-6.90997754102627,7.25738160901956
"134041161362733_1",-6.66426096921841,7.27218692594461
"134041161647925_1",1.43611110681614,8.27584951215677
"134041188887460_1",-2.04263065820614,8.82946460538797
"134041207500004_1",-8.65047894483486,1.21923868947916
"134041207762342_1",-1.75662361150661,8.34932821088724
"134376303048477_1",-1.75447927480617,7.91181915098123
"134376303057244_1",-1.17887894874492,7.59658305936746
"134376303746467_1",-7.17465697294155,-5.86455614275046
"134376330745718_1",-6.8309417820541,6.56445472532205
"134376331041070_1",-1.37273381715694,-0.746786186161712
"134376331074291_1",-1.20641277795711,7.4923049717515
"134376331099035_1",-0.267538518366011,0.638540720876976
"134377511704374_1",-0.452187378611954,7.62915103727274
"134377525598123_1",3.47918499940952,-0.307771691742614
"134377525925676_1",0.852234616223184,8.89751117521219
"134377557383005_1",-9.40916119581142,-4.82068950838156
"134377557641454_1",-1.29182313447872,7.66221111112528
"134447990525213_1",0.123823358956186,6.28190915876321
"134448003300259_1",-10.6682611561386,-4.93939573473044
"134448022141237_1",-0.792713747080954,-0.291481503906921
"134472820214502_1",1.29592253202519,0.884571394261643
"134472820771124_1",-2.06876157289425,8.52135627561502
"134472832825766_1",-5.2463880634872,4.84153335386209
"134472832871781_1",-1.4449844813911,7.40595262342386
"134472852523870_1",-5.07030974393764,-4.16017944521017
"134472852523942_1",-0.538323388156088,-0.560016879502014
"134522332401004_1",0.309709622803537,1.63222568326883
"134522332473572_1",-0.847027853783759,8.62792747312479
"134522346583908_1",-2.33849464422146,1.41302733713083
"134522359207660_1",-5.47012530332485,5.96101873212747
"134522359434084_1",-3.42653094297329,2.51759307676248
"134522378606900_1",-1.86403249269405,8.14563005262308
"134530815453035_1",-1.41511856084743,-0.692993828716949
"134530834550116_1",-1.73215542798916,7.53578346067362
"134531727412061_1",6.33045424455723,1.92748575502329
"134531741772718_1",-3.59568677907863,1.7119322329133
"134531742034795_1",-3.51215563779751,7.73793857389383
"134531742087469_1",-0.143499181327017,0.265569737490937
"134531742292195_1",-5.11301241880337,5.85915201002054
"134531742395739_1",1.78776253694615,7.1514789372056
"134531742612267_1",-3.65382371908108,7.5598713665574
"134531773258022_1",0.924221410694925,7.58307092481546
"134539660941741_1",-1.21202908521572,8.65606658750467
"134539673225574_1",0.00379787320217279,6.02684276395731
"134539692132276_1",-2.16002915864864,8.96684997373514
"134539692140398_1",-3.19221220975796,7.83253019147806
"134539692330355_1",-5.72224007612148,4.59184997373514
"134539692390238_1",2.93398441309055,0.456452412840649
"134539692689253_1",-0.0396490848628602,-1.97225172227927
"134540451862773_1",-1.44285617834011,-0.655172297421173
"134540466502379_1",-1.65563319688717,8.92981498533182
"134540498266349_1",0.362692191544382,6.39877527051859
"134592152365998_1",-1.24659602409283,-0.397763499680237
"134592153185060_1",-2.36230884557644,1.49341087633066
"134592171202931_1",-1.05548678403774,0.732335737284943
"134592171301726_1",-0.929966077860983,-1.24108810133047
"134592171764638_1",-0.0928600288001618,1.25503574901514
"134600580808092_1",-2.97149644857326,8.03122585111551
"134600608562028_1",-5.42989550596157,5.11950414472513
"134600608824613_1",-9.80701981550136,-4.10804063982077
"134936662849396_1",-3.01390896802822,7.76015632444315
"134936676714915_1",-4.47040091520229,-4.27922231859274
"134936676981532_1",-2.27025638585964,5.618252924022
"134936677235958_1",0.204627647343484,6.68943422132425
"134936708114339_1",6.40702666277012,1.74594002061777
"134936708208557_1",-1.80524955755154,8.06587331586771
"134936708438438_1",-3.15865384107509,-3.77912218278952
"134938018900270_1",-0.945686743315848,-0.08355493253775
"135014240676068_1",-1.85768459802547,-0.83730740255423
"135064437779803_1",0.726255669537393,5.37087219053201
"135064452261739_1",-1.35175351863781,-0.121666976872162
"135064483748083_1",-4.05600415235439,8.13103359037332
"135064483941286_1",-2.98625145917812,6.99619834714822
"135081886366502_1",-5.01481305128017,5.89434736066751
"135081900493556_1",-0.72214220529476,8.22486656003885
"135081901079334_1",-1.84441159730831,-0.579555460873321
"135081913150691_1",1.19119979375919,5.92651002698831
"135081932581213_1",-10.0761161900131,-4.50458748048849
"135149129164659_1",-0.445625814330371,2.80927007490091
"135149155896563_1",-11.5577703571884,-6.20353586381979
"135149156710645_1",1.13886453146061,-1.12952871030875
"135149174766899_1",-2.78280602460781,7.95835893445902
"135149175131573_1",0.767897024098245,5.64775388532571
"135149175630069_1",-7.85062466627041,-5.31934435075827
"135150470843316_1",-3.96102438932339,-3.36956150240012
"135150471133030_1",1.12260748380741,7.78987138563089
"135150471596910_1",-1.97067664628902,-0.61618227666922
"135150485551907_1",6.41979731554112,2.34225647741251
"135150498371941_1",-0.962274209317358,8.36278121763162
"135150517209516_1",-2.14189945226589,6.51546256833963
"135150517761838_1",0.250301494541971,1.60492151075296
"135571511851757_1",-6.7817941761581,7.11137407117777
"135571512605534_1",-1.61843143468777,-2.18047768777914
"135571512638251_1",-10.7821603870956,-6.34800607866354
"135571527362484_1",1.4004840993317,6.69804876142435
"135571539618078_1",1.28635610574803,7.98652952009134
"135571558059363_1",4.58656014436802,3.65380804830484
"155842564441963_1",-1.78102479940334,8.03722255521707
"155842576862070_1",-2.38380752569118,-2.81074268526144
"155842577549622_1",-2.46676670080105,3.83106010251932
"155888854908213_1",3.76516617769322,-5.01698047823019
"155888869857006_1",-6.57545529371181,7.1174213200181
"155888869883126_1",-1.91138087278286,7.82769220167093
"155888870120862_1",-5.68196164136806,5.56076972776346
"155888870147942_1",-1.62919925218502,7.95950095945291
"155888881982822_1",-4.99277840619961,6.38151901060037
"155911403498358_1",-2.0199385738937,7.70034854703836
"155911430458611_1",1.08825828069767,5.9374372273057
"155911431273907_1",7.33416642183384,-1.11971015638419
"155911449336694_1",-6.70846854215542,7.17684428983621
"155971398789987_1",-5.55592928892055,4.92858236127786
"155971399367022_1",-1.10331349140087,1.23696189218454
"155971413260702_1",5.01498450273594,3.21369760328226
"155971413273373_1",-0.0327868021098695,6.30458085828714
"155971414047531_1",-2.4186646795837,7.13224761777811
"155971426666843_1",-2.04454897409359,9.15866916471414
"155971445245868_1",-9.48048649793545,-1.48117966360159
"156024161353059_1",-0.889643476065787,7.73997896009378
"156024173718819_1",0.993139519635049,8.85543887906961
"156024174233523_1",0.566736712399332,7.18592231565408
"156024192494372_1",-3.65032516485134,1.82880561643533
"156453508700981_1",5.59855593675694,2.65231387906961
"156453509117726_1",-1.18391434913555,7.47941510969095
"156453523279213_1",-10.7439991093246,-6.50764352983542
